riga;codice_servizio;codice_comp o codice_tratto;data_inizio_corretta;data_fine_corretta
886;0508OM6501;295976;20240410;99991231
887;0501003601;300029;20230915;99991231
888;0501003601;300029;;
889;0501003601;300064;20230915;99991231
890;0501003601;300064;;
891;0501003601;300065;20230915;99991231
892;0501003601;300065;;
893;0501003601;299829;20230901;99991231
894;0501003601;299829;;
895;0501003601;299959;20230914;99991231
896;0501003601;299959;;
897;0501003601;299960;20230914;99991231
898;0501003601;299960;;
899;0508061401;301248;20231107;99991231
900;0508061401;301248;;
901;0508061401;301254;;
902;0508061401;301254;20231108;99991231
903;0508061401;301622;;
904;0508061401;301622;20231114;99991231
905;0508061401;301486;;
906;0508061401;301486;20231108;99991231
907;0508061401;301483;20231108;99991231
908;0508061401;301483;;
909;0507129201;301627;;
910;0507129201;301627;20231114;99991231
911;0507129201;301621;;
912;0507129201;301621;20231114;99991231
913;0507129201;301487;20231108;99991231
914;0507129201;301487;;
915;0507129201;301484;20231108;99991231
916;0507129201;301484;;
917;0507129201;301626;20231114;99991231
918;0507129201;301626;;
919;0500126403;303452;20231202;99991231
920;0500126403;303452;;
921;0500126403;303579;20231220;99991231
922;0500126403;303579;;
923;0500126403;300964;20231103;99991231
924;0500126403;300964;;
925;0507129401;304465;20240123;99991231
926;0507129401;304465;20240120;20240122
927;0507129401;304465;;
928;0507129401;304465;;
929;0507129401;300756;20231022;99991231
930;0507129401;300756;;
931;0507129401;314783;20240410;20240702
932;0507129401;314783;;
933;0507129401;313176;20240303;99991231
934;0507129401;313176;;
935;0507129401;310558;20240131;99991231
936;0507129401;310558;;
937;0507129401;315394;20240424;99991231
938;0507129401;315394;;
939;0507129401;314895;20240414;99991231
940;0507129401;314895;;
941;0507129803;303503;20231210;99991231
942;0507129803;303503;;
943;0507130201;313152;20240302;99991231
944;0507130201;313152;;
945;0507130201;313124;20240302;99991231
946;0507130201;313124;;
947;0507130201;313125;20240302;20240620
948;0507130201;313125;;
949;0507130201;313150;20240302;99991231
950;0507130201;313150;;
951;0507130201;303572;20231220;99991231
952;0507130201;303572;;
953;0507130201;303573;20231220;99991231
954;0507130201;303573;;
955;0507130201;302053;20231122;99991231
956;0507130201;302053;;
957;0111004501;304089;20240112;99991231
958;0111004501;304089;;
959;0111004902;304089;20240112;99991231
960;0111004902;304089;;
961;0507130601;315344;20240423;99991231
962;0507130601;315344;;
963;0507130601;312617;20240224;99991231
964;0507130601;312617;;
965;0507130601;315345;20240423;99991231
966;0507130601;315345;;
967;0507130601;315347;20240423;99991231
968;0507130601;315347;;
969;0507130601;311508;20240213;99991231
970;0507130601;311508;;
971;0101382103;304006;20240105;99991231
972;0101382103;304006;;
973;0101382103;312524;20240223;99991231
974;0101382103;312524;;
975;0101382303;301805;;
976;0101382303;301805;20240103;99991231
977;0101382303;301806;;
978;0101382303;301806;20240103;99991231
979;0101382303;301807;20240103;99991231
980;0101382303;301807;;
981;0101382303;301014;;
982;0101382303;301014;20240103;99991231
983;0101382303;301786;;
984;0101382303;301786;20240103;99991231
985;0101382403;301025;;
986;0101382403;301025;20240103;99991231
987;0101382403;301847;;
988;0101382403;301847;20240103;99991231
989;0101382403;301805;;
990;0101382403;301805;20240103;99991231
991;0101382403;301806;;
992;0101382403;301806;20240103;99991231
993;0101382403;301807;;
994;0101382403;301807;20240103;99991231
995;0101382403;301014;;
996;0101382403;301014;20240103;99991231
997;0101382403;301786;;
998;0101382403;301786;20240103;99991231
999;0508061901;315682;20240425;99991231
1000;0508061901;315682;;
1001;0101383901;313883;20240320;99991231
1002;0101383901;313883;20240320;99991231
1003;0501013909;230915;;
1004;0501013909;230915;20240217;99991231
1005;0501013909;266813;;
1006;0501013909;266813;20240217;99991231
1007;0501014009;266821;;
1008;0501014009;266821;20240217;99991231
1009;0501014109;266808;;
1010;0501014109;266808;20240217;99991231
1011;0501014109;266809;;
1012;0501014109;266809;20240217;99991231
1013;0501014109;266803;;
1014;0501014109;266803;20240217;99991231
1015;0501014109;266801;;
1016;0501014109;266801;20240217;99991231
1017;0501014609;288842;;
1018;0501014609;288842;20240216;99991231
1019;0501014609;279913;;
1020;0501014609;279913;20240216;99991231
1021;0501014609;270204;;
1022;0501014609;270204;20240216;99991231
1023;0501014609;270205;;
1024;0501014609;270205;20240216;99991231
1025;0101383601;303293;20240217;99991231
1026;0101383601;303293;;
1027;0101383601;312601;;
1028;0101383601;312601;20240223;99991231
1029;0101383601;312591;;
1030;0101383601;312591;20240223;99991231
1031;0101383601;312587;;
1032;0101383601;312587;20240223;99991231
1033;0101383601;312605;;
1034;0101383601;312605;20240223;99991231
1035;0101383601;312597;;
1036;0101383601;312597;20240223;99991231
1037;0101383601;312598;;
1038;0101383601;312598;20240223;99991231
1039;0101383601;312594;;
1040;0101383601;312594;20240223;99991231
1041;0101383601;312610;;
1042;0101383601;312610;20240223;99991231
1043;0101383601;312585;;
1044;0101383601;312585;20240223;99991231
1045;0101383601;312563;;
1046;0101383601;312563;20240223;99991231
1047;0101383601;312564;;
1048;0101383601;312564;20240223;99991231
1049;0101383601;312556;;
1050;0101383601;312556;20240223;99991231
1051;0101383601;312557;;
1052;0101383601;312557;20240223;99991231
1053;0101383601;312558;;
1054;0101383601;312558;20240223;99991231
1055;0101383601;312559;;
1056;0101383601;312559;20240223;99991231
1057;0101383601;312560;20240223;99991231
1058;0101383601;312560;;
1059;0101383601;312561;;
1060;0101383601;312561;20240223;99991231
1061;0101383601;313300;;
1062;0101383601;313300;20240306;99991231
1063;0500129101;312599;;
1064;0500129101;312599;20240223;99991231
1065;0500129101;312606;;
1066;0500129101;312606;20240223;99991231
1067;0500129101;312555;;
1068;0500129101;312555;20240223;99991231
1069;0500129101;312562;;
1070;0500129101;312562;20240223;99991231
1071;0500129101;312565;;
1072;0500129101;312565;20240223;99991231
1073;0500129101;312586;;
1074;0500129101;312586;20240223;99991231
1075;0500129101;312611;;
1076;0500129101;312611;20240223;99991231
1077;0500129101;312593;;
1078;0500129101;312593;20240223;99991231
1079;0500129101;313301;;
1080;0500129101;313301;20240306;99991231
1081;0111008701;253580;20240306;99991231
1082;0111008701;253580;;
1083;0111009001;254299;20240228;99991231
1084;0111009001;254299;;
1085;0111010001;316585;20240507;99991231
1086;0111010001;316585;;
1087;0111010001;314311;20240501;99991231
1088;0111010001;314311;;
1089;0508066302;319233;;
1090;0508066302;319233;20240731;99991231
