riga;codice_servizio;codice_comp o codice_tratto;data_inizio_corretta;data_fine_corretta
72;0101360903;175161;20230727;99991231
73;0101360903;175063;20230727;99991231
74;0101360903;175063;20230727;99991231
75;0101361101;313217;20240305;99991231
76;0101361101;313217;;
77;0101361602;313217;20240305;99991231
78;0101361602;313217;;
79;0101361602;313255;20240305;99991231
80;0101361602;313255;;
81;0101361602;313255;20240305;99991231
82;0101361602;313255;;
83;0101362501;312668;20240224;99991231
84;0101362501;312668;;
85;0101362501;312548;20240223;20240806
86;0101362501;312548;;
87;0101362601;303459;20231203;99991231
88;0101362601;303459;;
89;0101362601;303460;20231203;99991231
90;0101362601;303460;;
91;0101362601;303457;20231203;99991231
92;0101362601;303457;;
93;0101362601;303458;20231203;99991231
94;0101362601;303458;;
95;0101362601;300519;20231001;99991231
96;0101362601;300519;;
97;0101362601;300520;20231001;99991231
98;0101362601;300520;;
99;0101362903;319710;20240716;99991231
100;0101362903;319710;20240716;99991231
101;0101362903;319710;20240716;99991231
102;0101362903;319710;20240716;99991231
103;0101362903;143751;20240716;99991231
104;0101362903;143751;20240716;99991231
105;0101362903;148505;20240716;99991231
106;0101362903;148505;20240716;99991231
107;0101362903;143753;20240716;99991231
108;0101362903;143753;20240716;99991231
109;0101362903;143754;20240716;99991231
110;0101362903;143754;20240716;99991231
111;0101362903;143850;20240716;99991231
112;0101362903;143850;20240716;99991231
113;0101362903;143852;20240716;99991231
114;0101362903;143852;20240716;99991231
115;0101362903;143851;20240716;99991231
116;0101362903;143851;20240716;99991231
117;0101362903;143755;20240716;99991231
118;0101362903;143755;20240716;99991231
119;0101362903;143756;20240716;99991231
120;0101362903;143756;20240716;99991231
121;0101367901;297602;20240207;99991231
122;0101367901;297602;;
123;0101367901;297603;20240207;99991231
124;0101367901;297603;;
125;0101367901;297604;20240207;99991231
126;0101367901;297604;;
127;0101367901;297617;20240207;99991231
128;0101367901;297617;;
129;0101367901;297624;20240207;99991231
130;0101367901;297624;;
131;0101368501;301942;20231117;99991231
132;0101368501;301942;;
133;0101368501;301931;20231117;99991231
134;0101368501;301931;;
135;0101368501;301932;20231117;99991231
136;0101368501;301932;;
137;0101368501;301933;20231117;99991231
138;0101368501;301933;;
139;0101368501;301934;20231117;99991231
140;0101368501;301934;;
141;0101368501;301935;20231117;99991231
142;0101368501;301935;;
143;0101368501;301936;20231117;99991231
144;0101368501;301936;;
145;0101368501;301937;20231117;99991231
146;0101368501;301937;;
147;0101368501;301938;20231117;99991231
148;0101368501;301938;;
149;0101368501;301939;20231117;99991231
150;0101368501;301939;;
151;0101368501;301940;20231117;99991231
152;0101368501;301940;;
153;0101368501;301941;20231117;99991231
154;0101368501;301941;;
155;0101368501;301718;20231116;99991231
156;0101368501;301718;;
157;0101368501;313104;20240301;99991231
158;0101368501;313104;;
159;0101368501;301633;20231115;99991231
160;0101368501;301633;;
161;0101368501;301943;20231117;99991231
162;0101368501;301943;;
163;0101368501;301999;20231118;99991231
164;0101368501;301999;;
165;0101368501;302010;20231118;99991231
166;0101368501;302010;;
167;0101368501;302005;20231118;99991231
168;0101368501;302005;;
169;0101368501;302006;20231118;99991231
170;0101368501;302006;;
171;0101368501;301984;20231118;99991231
172;0101368501;301984;;
173;0101368501;301981;20231118;99991231
174;0101368501;301981;;
175;0101368501;313547;20240312;99991231
176;0101368501;313547;;
177;0101368501;313545;20240312;99991231
178;0101368501;313545;;
179;0101368501;302011;20231118;99991231
180;0101368501;302011;;
181;0101368501;302012;20231118;99991231
182;0101368501;302012;;
183;0101368501;302000;20231118;99991231
184;0101368501;302000;;
185;0101369901;291841;20240207;99991231
186;0101369901;291841;;
187;0101369901;291833;20240207;99991231
188;0101369901;291833;;
189;0101369901;292163;20240207;99991231
190;0101369901;292163;;
191;0101369901;292169;20240207;99991231
192;0101369901;292169;;
193;0101369901;292170;20240207;99991231
194;0101369901;292170;;
195;0101369901;292172;20240207;99991231
196;0101369901;292172;;
197;0101369901;292175;20240207;99991231
198;0101369901;292175;;
199;0101369901;291464;20240207;99991231
200;0101369901;291464;;
201;0101371203;312524;20240223;99991231
202;0101371203;312524;;
203;0101371203;304006;20240105;99991231
204;0101371203;304006;;
205;0101378101;279767;;
206;0101378101;279767;20230727;99991231
207;0101378101;279763;;
208;0101378101;279763;20230727;99991231
209;0101378303;313578;20240314;99991231
210;0101378303;313578;;
211;0101379102;288882;;
212;0101379102;288882;20230727;99991231
213;0101380101;299582;20230730;99991231
214;0101380101;299582;;
215;0112002502;305115;;
216;0112002502;305115;20240125;99991231
217;0112002702;299661;;
218;0112002702;299661;20230809;99991231
219;0112002702;315395;;
220;0112002702;315395;20240424;99991231
221;0112002802;299662;20230809;99991231
222;0112002802;299662;;
223;0112002802;315396;20240424;99991231
224;0112002802;315396;;
225;0201238701;1713460001;20230727;20231018
226;0201238701;1713460001;20230727;20231018
227;0500101002;313121;20240301;99991231
228;0500101002;313121;;
229;0500101002;299749;20230822;99991231
230;0500101002;299749;;
231;0500101002;313122;20240301;99991231
232;0500101002;313122;;
233;0500101002;314509;20240328;99991231
234;0500101002;314509;;
235;0500101002;301966;20231117;99991231
236;0500101002;301966;;
237;0500101002;304004;20240104;99991231
238;0500101002;304004;;
239;0500101002;313119;20240301;99991231
240;0500101002;313119;;
241;0500101002;313120;20240301;99991231
242;0500101002;313120;;
243;0500101002;221365;20240301;99991231
244;0500101002;221365;;
245;0500101002;185006;20240301;99991231
246;0500101002;185006;;
247;0500101002;200825;20240301;99991231
248;0500101002;200825;;
249;0500101002;221366;20240301;99991231
250;0500101002;221366;;
251;0500101002;313117;20240301;99991231
252;0500101002;313117;;
253;0500101002;299171;20240301;99991231
254;0500101002;299171;;
255;0500108503;313100;20240301;99991231
256;0500108503;313100;;
257;0500108503;314606;20240402;99991231
258;0500108503;314606;;
259;0500112501;247064;20240413;99991231
260;0500112501;247064;;
261;0500113601;245692;20240416;99991231
262;0500113601;245692;;
263;0500113601;293103;20240416;99991231
264;0500113601;293103;;
265;0500113601;245706;20240416;99991231
266;0500113601;245706;;
267;0500117501;300679;20231017;99991231
268;0500117501;300679;;
269;0500117501;300680;20231017;99991231
270;0500117501;300680;;
271;0500117501;300658;20231017;99991231
272;0500117501;300658;;
273;0500117501;300659;20231017;99991231
274;0500117501;300659;;
275;0500117501;300660;20231017;99991231
276;0500117501;300660;;
277;0500117501;299800;20230829;99991231
278;0500117501;299800;;
279;0500117501;299801;20230829;99991231
280;0500117501;299801;;
281;0500117501;300713;20231018;99991231
282;0500117501;300713;;
283;0500117501;300726;20231019;99991231
284;0500117501;300726;;
285;0500117501;300724;20231019;99991231
286;0500117501;300724;;
287;0500117501;300725;20231019;99991231
288;0500117501;300725;;
289;0500117501;299758;20230824;99991231
290;0500117501;299758;;
291;0500117501;299762;20230824;99991231
292;0500117501;299762;;
293;0500117501;299786;20230827;99991231
294;0500117501;299786;;
295;0500117501;300678;20231017;99991231
296;0500117501;300678;;
297;0500117501;300709;20231018;99991231
298;0500117501;300709;;
299;0500117501;300289;20230921;99991231
300;0500117501;300289;;
301;0500117501;300676;20231017;20240729
302;0500117501;300676;;
303;0500117501;300288;20230921;99991231
304;0500117501;300288;;
305;0500117501;300671;20231017;99991231
306;0500117501;300671;;
307;0500117501;300672;20231017;99991231
308;0500117501;300672;;
309;0500117501;300673;20231017;99991231
310;0500117501;300673;;
311;0500117501;300675;20231017;99991231
312;0500117501;300675;;
313;0500117501;314776;20240410;99991231
314;0500117501;314776;;
315;0500117601;299786;20230827;99991231
316;0500117601;299786;;
317;0500117601;300678;20231017;99991231
318;0500117601;300678;;
319;0500117601;300709;20231018;99991231
320;0500117601;300709;;
321;0500117601;299783;20230827;99991231
322;0500117601;299783;;
323;0500117601;300693;20231018;99991231
324;0500117601;300693;;
325;0500117601;300289;20230921;99991231
326;0500117601;300289;;
327;0500117601;300676;20231017;20240729
328;0500117601;300676;;
329;0500117601;300288;20230921;99991231
330;0500117601;300288;;
331;0500117601;300682;20231017;99991231
332;0500117601;300682;;
333;0500117601;300683;20231017;99991231
334;0500117601;300683;;
335;0500117601;300684;20231017;99991231
336;0500117601;300684;;
337;0500117601;300671;20231017;99991231
338;0500117601;300671;;
339;0500117601;300672;20231017;99991231
340;0500117601;300672;;
341;0500117601;300673;20231017;99991231
342;0500117601;300673;;
343;0500117601;300675;20231017;99991231
344;0500117601;300675;;
345;0500117701;299822;20230831;99991231
346;0500117701;299822;;
347;0500117701;299823;20230831;99991231
348;0500117701;299823;;
349;0500117701;301469;20231108;99991231
350;0500117701;301469;;
351;0500117701;301470;20231108;99991231
352;0500117701;301470;;
353;0500121602;300522;20231001;99991231
354;0500121602;300522;;
355;0500123102;288884;;
356;0500123102;288884;20230727;99991231
357;0500124302;313219;20240305;99991231
358;0500124302;313219;;
359;0500124302;313220;20240305;99991231
360;0500124302;313220;;
361;0500124302;249294;20240430;99991231
362;0500124302;249294;;
363;0500124302;299587;20230801;99991231
364;0500124302;299587;;
365;0500124302;300922;20231030;99991231
366;0500124302;300922;;
367;0500124302;303548;20231215;99991231
368;0500124302;303548;;
369;0500124302;303551;20231215;99991231
370;0500124302;303551;;
371;0500124302;303552;20231215;99991231
372;0500124302;303552;;
373;0500124302;303553;20231215;99991231
374;0500124302;303553;;
375;0500124302;262904;20240127;99991231
376;0500124302;262904;;
377;0500124302;262905;20240127;99991231
378;0500124302;262905;;
379;0500124302;312644;20240224;99991231
380;0500124302;312644;;
381;0500124501;313223;20240305;99991231
382;0500124501;313223;;
383;0500124501;313222;20240305;99991231
384;0500124501;313222;;
385;0500124501;300618;20231008;20240708
386;0500124501;300618;;
387;0500124602;312535;20240223;99991231
388;0500124602;312535;;
389;0500124602;312536;20240223;99991231
390;0500124602;312536;;
391;0500125003;219855;20230823;99991231
392;0500125003;219855;;
393;0500125003;219856;20230823;99991231
394;0500125003;219856;;
395;0500125003;219857;20230823;99991231
396;0500125003;219857;;
397;0500125003;205017;20231122;99991231
398;0500125003;205017;;
399;0500125003;205018;20231122;99991231
400;0500125003;205018;;
401;0500125003;204964;20231122;99991231
402;0500125003;204964;;
403;0500125003;205023;20231122;99991231
404;0500125003;205023;;
405;0500125003;205020;20231122;99991231
406;0500125003;205020;;
407;0500125003;205021;20231122;99991231
408;0500125003;205021;;
409;0500125003;205019;20231122;99991231
410;0500125003;205019;;
411;0500125003;205143;20231122;99991231
412;0500125003;205143;;
413;0500125003;205217;20231122;99991231
414;0500125003;205217;;
415;0500125003;205241;20231122;99991231
416;0500125003;205241;;
417;0500125003;205327;20231122;99991231
418;0500125003;205327;;
419;0500125003;215016;20231122;99991231
420;0500125003;215016;;
421;0500125003;205300;20231122;99991231
422;0500125003;205300;;
423;0500125003;205245;20231122;99991231
424;0500125003;205245;;
425;0500125003;205244;20231122;99991231
426;0500125003;205244;;
427;0500125003;205223;20231122;99991231
428;0500125003;205223;;
429;0500125003;205221;20231122;99991231
430;0500125003;205221;;
431;0500125003;205222;20231122;99991231
432;0500125003;205222;;
433;0500125003;205169;20231122;99991231
434;0500125003;205169;;
435;0500125003;217254;20231122;99991231
436;0500125003;217254;;
437;0500125003;205287;20231122;99991231
438;0500125003;205287;;
439;0500125003;205288;20231122;99991231
440;0500125003;205288;;
441;0500125003;205181;20231122;99991231
442;0500125003;205181;;
443;0500125003;205026;20231122;99991231
444;0500125003;205026;;
445;0501003701;301560;20231109;99991231
446;0501003701;301560;;
447;0501003701;301488;20231108;99991231
448;0501003701;301488;;
449;0501003901;299730;20230817;99991231
450;0501003901;299730;;
451;0501003901;301987;20231118;99991231
452;0501003901;301987;;
453;0501003901;299742;20230916;99991231
454;0501003901;299742;;
455;0501003901;314139;20240320;99991231
456;0501003901;314139;;
457;0501003901;314140;20240320;99991231
458;0501003901;314140;;
459;0501006101;285442;20240417;99991231
460;0501006101;285442;;
461;0501007102;299007;20240117;99991231
462;0501007102;299007;;
463;0501007102;299008;20240117;99991231
464;0501007102;299008;;
465;0501OM0701;314773;;
466;0501OM0701;314773;20240410;99991231
467;0501OM0701;314774;;
468;0501OM0701;314774;20240410;99991231
469;0501OM0701;312526;20240223;99991231
470;0501OM0701;312526;;
471;0501OM0701;313527;;
472;0501OM0701;313527;20240309;99991231
473;0501OM0701;313528;;
474;0501OM0701;313528;20240309;99991231
475;0501OM0701;300523;;
476;0501OM0701;300523;20231001;99991231
477;0501OM0701;300707;;
478;0501OM0701;300707;20231018;99991231
479;0501OM0701;300708;;
480;0501OM0701;300708;20231018;99991231
481;0501OM0701;310748;;
482;0501OM0701;310748;20240209;99991231
483;0501OM0701;310749;;
484;0501OM0701;310749;20240209;99991231
485;0501OM0701;310750;;
486;0501OM0701;310750;20240209;99991231
487;0501OM0701;313559;;
488;0501OM0701;313559;20240313;99991231
489;0501OM0701;313560;;
490;0501OM0701;313560;20240313;99991231
491;0501OM2501;314381;20240324;99991231
492;0501OM2501;314381;20240324;99991231
493;0501OM2501;314382;20240324;99991231
494;0501OM2501;314382;20240324;99991231
495;0501OM3902;313229;;
496;0501OM3902;313229;20240305;99991231
497;0501OM3902;313226;;
498;0501OM3902;313226;20240305;99991231
499;0501OM4401;315290;20240420;99991231
500;0501OM4401;315290;20240420;99991231
501;0501OM4401;315291;20240420;99991231
502;0501OM4401;315291;20240420;99991231
503;0501OM4401;316406;20240503;99991231
504;0501OM4401;316406;20240503;99991231
505;0501OM4401;312649;20240224;99991231
506;0501OM4401;312649;20240224;99991231
507;0501OM4401;302047;20231121;99991231
508;0501OM4401;302047;20231121;99991231
509;0501OM4401;302051;20231121;99991231
510;0501OM4401;302051;20231121;99991231
511;0501OM4401;303437;20231202;99991231
512;0501OM4401;303437;20231202;99991231
513;0501OM4401;303275;20231128;99991231
514;0501OM4401;303275;20231128;99991231
515;0501OM4401;303276;20231128;99991231
516;0501OM4401;303276;20231128;99991231
517;0501OM4401;303456;20231202;99991231
518;0501OM4401;303456;20231202;99991231
519;0501OM4401;303448;20231202;99991231
520;0501OM4401;303448;20231202;99991231
521;0501OM4401;303502;20231208;99991231
522;0501OM4401;303502;20231208;99991231
523;0501OM4401;303357;20231128;99991231
524;0501OM4401;303357;20231128;99991231
525;0501OM4401;303349;20231128;99991231
526;0501OM4401;303349;20231128;99991231
527;0501OM4401;303350;20231128;99991231
528;0501OM4401;303350;20231128;99991231
529;0501OM4401;303320;20231128;99991231
530;0501OM4401;303320;20231128;99991231
531;0501OM4401;303321;20231128;99991231
532;0501OM4401;303321;20231128;99991231
533;0501OM4401;303322;20231128;99991231
534;0501OM4401;303322;20231128;99991231
535;0501OM4401;303323;20231128;99991231
536;0501OM4401;303323;20231128;99991231
537;0501OM4401;303324;20231128;99991231
538;0501OM4401;303324;20231128;99991231
539;0501OM4401;303592;20231220;99991231
540;0501OM4401;303592;20231220;99991231
541;0501OM4401;303591;20231220;99991231
542;0501OM4401;303591;20231220;99991231
543;0501OM4401;303580;20231220;99991231
544;0501OM4401;303580;20231220;99991231
545;0501OM4401;303581;20231220;99991231
546;0501OM4401;303581;20231220;99991231
547;0501OM4401;303582;20231220;99991231
548;0501OM4401;303582;20231220;99991231
549;0501OM4401;303583;20231220;99991231
550;0501OM4401;303583;20231220;99991231
551;0501OM4401;303584;20231220;99991231
552;0501OM4401;303584;20231220;99991231
553;0501OM4401;303585;20231220;99991231
554;0501OM4401;303585;20231220;99991231
555;0501OM4401;303586;20231220;99991231
556;0501OM4401;303586;20231220;99991231
557;0501OM4401;300963;20231103;99991231
558;0501OM4401;300963;20231103;99991231
559;0501OM4401;303409;20231129;99991231
560;0501OM4401;303409;20231129;99991231
561;0501OM4401;303496;20231208;99991231
562;0501OM4401;303496;20231208;99991231
563;0501OM4401;303497;20231208;99991231
564;0501OM4401;303497;20231208;99991231
565;0502001603;303575;20231220;99991231
566;0502001603;303575;;
567;0502001603;303576;20231220;99991231
568;0502001603;303576;;
569;0502001603;314378;20240324;99991231
570;0502001603;314378;;
571;0502001703;299588;20230802;99991231
572;0502001703;299588;;
573;0502001703;299589;20240413;99991231
574;0502001703;299589;;
575;0502001703;299590;20240413;99991231
576;0502001703;299590;;
577;0502001703;299591;20240413;99991231
578;0502001703;299591;;
579;0502001703;299592;20240413;99991231
580;0502001703;299592;;
581;0502001703;302057;20231122;99991231
582;0502001703;302057;;
583;0502002803;303692;20231222;99991231
584;0502002803;303692;;
585;0502002803;303879;20231228;99991231
586;0502002803;303879;;
587;0502002803;303691;20240228;99991231
588;0502002803;303691;;
589;0504004201;315762;;
590;0504004201;315762;20240427;99991231
591;0504004201;315760;;
592;0504004201;315760;20240427;99991231
593;0504004201;315763;;
594;0504004201;315763;20240427;99991231
595;0504005101;316267;;
596;0504005101;316267;20240430;99991231
597;0504005201;316270;;
598;0504005201;316270;20240430;99991231
599;0504005201;316271;;
600;0504005201;316271;20240430;99991231
601;0504005501;316318;;
602;0504005501;316318;20240501;99991231
603;0507001501;312275;;
604;0507001501;312275;;
605;0507002801;300521;20231001;99991231
606;0507002801;300521;;
607;0507002801;313555;20240313;99991231
608;0507002801;313555;;
609;0507002801;313556;20240313;99991231
610;0507002801;313556;;
611;0507003303;270857;;
612;0507003303;270857;;
613;0507003303;188875;;
614;0507003303;188875;;
615;0507003303;290760;;
616;0507003303;290760;;
617;0507107003;312258;20240221;99991231
618;0507107003;312258;;
619;0507107003;312259;20240221;99991231
620;0507107003;312259;;
621;0507107003;312252;20240221;99991231
622;0507107003;312252;;
623;0507107003;299671;;
624;0507107003;299671;20230809;20230927
625;0507113502;225157;;
626;0507113502;225157;20230727;99991231
627;0507113502;225158;;
628;0507113502;225158;20230727;99991231
629;0507113502;225163;;
630;0507113502;225163;20230727;99991231
631;0507113502;225164;;
632;0507113502;225164;20230727;99991231
633;0507113701;311869;20240214;99991231
634;0507113701;311869;;
635;0507113701;311870;20240214;99991231
636;0507113701;311870;;
637;0507114801;241258;20230727;99991231
638;0507114801;241258;;
639;0507114801;241259;20230727;99991231
640;0507114801;241259;;
641;0507114801;241260;20230727;99991231
642;0507114801;241260;;
643;0507114801;241261;20230727;99991231
644;0507114801;241261;;
645;0507114801;241056;20230727;99991231
646;0507114801;241056;;
647;0507114801;241057;20230727;99991231
648;0507114801;241057;;
649;0507114801;241058;20230727;99991231
650;0507114801;241058;;
651;0507114801;241215;20230727;99991231
652;0507114801;241215;;
653;0507114801;241216;20230727;99991231
654;0507114801;241216;;
655;0507114801;241234;20230727;99991231
656;0507114801;241234;;
657;0507114801;241235;20230727;99991231
658;0507114801;241235;;
659;0507114801;241794;20230727;99991231
660;0507114801;241794;;
661;0507114801;241116;20230727;99991231
662;0507114801;241116;;
663;0507114801;276226;20230727;99991231
664;0507114801;276226;;
665;0507114801;241073;20230727;99991231
666;0507114801;241073;;
667;0507114801;241099;20230727;99991231
668;0507114801;241099;;
669;0507114801;241083;20230727;99991231
670;0507114801;241083;20230817;99991231
671;0507114801;241084;20230727;99991231
672;0507114801;241084;20230817;99991231
673;0507114801;241060;20230727;99991231
674;0507114801;241060;;
675;0507114801;241113;20230727;99991231
676;0507114801;241113;;
677;0507114801;241106;20230727;99991231
678;0507114801;241106;;
679;0507114801;241107;20230727;99991231
680;0507114801;241107;;
681;0507114801;241108;20230727;99991231
682;0507114801;241108;;
683;0507114801;241572;20230727;99991231
684;0507114801;241572;20230817;99991231
685;0507114801;241573;20230727;99991231
686;0507114801;241573;20230817;99991231
687;0507114801;241574;20230727;99991231
688;0507114801;241574;20230817;99991231
689;0507114801;241746;20230727;99991231
690;0507114801;241746;;
691;0507114801;241128;20230727;99991231
692;0507114801;241128;;
693;0507114801;241222;20230727;99991231
694;0507114801;241222;;
695;0507114801;241223;20230727;99991231
696;0507114801;241223;;
697;0507114801;241224;20230727;99991231
698;0507114801;241224;;
699;0507114801;242929;20230727;99991231
700;0507114801;242929;;
701;0507114801;242930;20230727;99991231
702;0507114801;242930;;
703;0507114801;242931;20230727;99991231
704;0507114801;242931;;
705;0507114801;242932;20230727;99991231
706;0507114801;242932;;
707;0507114801;241583;20230727;99991231
708;0507114801;241583;;
709;0507114801;241584;20230727;99991231
710;0507114801;241584;;
711;0507114801;241585;20230727;99991231
712;0507114801;241585;;
713;0507114801;241027;20230727;99991231
714;0507114801;241027;;
715;0507114801;241028;20230727;99991231
716;0507114801;241028;;
717;0507114801;241029;20230727;99991231
718;0507114801;241029;;
719;0507114801;241723;20230727;99991231
720;0507114801;241723;;
721;0507114801;241070;20230727;99991231
722;0507114801;241070;;
723;0507114801;241776;20230727;99991231
724;0507114801;241776;;
725;0507114801;241078;20230727;99991231
726;0507114801;241078;;
727;0507114801;241079;20230727;99991231
728;0507114801;241079;;
729;0507114801;241080;20230727;99991231
730;0507114801;241080;;
731;0507114801;247774;20230727;99991231
732;0507114801;247774;;
733;0507114801;241090;20230727;99991231
734;0507114801;241090;;
735;0507114801;241717;20230727;99991231
736;0507114801;241717;;
737;0507114801;241430;20230727;99991231
738;0507114801;241430;;
739;0507114801;241713;20230727;99991231
740;0507114801;241713;;
741;0507114801;241764;20230727;99991231
742;0507114801;241764;;
743;0507114801;241765;20230727;99991231
744;0507114801;241765;;
745;0507114801;241766;20230727;99991231
746;0507114801;241766;;
747;0507114801;242921;20230727;99991231
748;0507114801;242921;;
749;0507114801;242922;20230727;99991231
750;0507114801;242922;;
751;0507114801;242923;20230727;99991231
752;0507114801;242923;;
753;0507114801;242575;20230727;99991231
754;0507114801;242575;;
755;0507114801;242576;20230727;99991231
756;0507114801;242576;;
757;0507114801;241739;20230727;99991231
758;0507114801;241739;;
759;0507114801;241541;20230727;99991231
760;0507114801;241541;;
761;0507114801;241726;20230727;99991231
762;0507114801;241726;;
763;0507114801;241730;20230727;99991231
764;0507114801;241730;;
765;0507114801;241578;20230727;99991231
766;0507114801;241578;;
767;0507114801;241579;20230727;99991231
768;0507114801;241579;;
769;0507114801;241063;20230727;99991231
770;0507114801;241063;;
771;0507114801;247777;20230727;99991231
772;0507114801;247777;;
773;0507114801;247778;20230727;99991231
774;0507114801;247778;;
775;0507114801;241705;20230727;99991231
776;0507114801;241705;;
777;0507118502;267983;;
778;0507118502;267983;20230727;99991231
779;0507118502;267984;20230727;99991231
780;0507118502;267984;;
781;0507118502;268044;;
782;0507118502;268044;20230727;99991231
783;0507124601;315286;20240419;99991231
784;0507124601;315286;;
785;0507126202;312654;20240224;99991231
786;0507126202;312654;;
787;0507127502;315683;20240425;99991231
788;0507127502;315683;;
789;0508035701;300651;20231017;99991231
790;0508035701;300651;;
791;0508035701;300652;20231017;99991231
792;0508035701;300652;;
793;0508035701;314393;20240326;99991231
794;0508035701;314393;;
795;0508035701;304084;;
796;0508035701;304084;20240112;20240201
797;0508035701;312633;20240224;99991231
798;0508035701;312633;;
799;0508040501;200313;;
800;0508040501;200313;20230727;99991231
801;0508040501;197684;;
802;0508040501;197684;20230727;99991231
803;0508040501;197691;;
804;0508040501;197691;20230727;99991231
805;0508040501;246680;;
806;0508040501;246680;20230727;99991231
807;0508040501;246691;;
808;0508040501;246691;20230727;99991231
809;0508040501;246694;;
810;0508040501;246694;20230727;99991231
811;0508040501;197726;;
812;0508040501;197726;20230727;99991231
813;0508040501;197728;;
814;0508040501;197728;20230727;99991231
815;0508040501;197681;;
816;0508040501;197681;20230727;99991231
817;0508040501;197689;;
818;0508040501;197689;20230727;99991231
819;0508040501;204168;;
820;0508040501;204168;20230727;99991231
821;0508040501;197686;;
822;0508040501;197686;20230727;99991231
823;0508040501;200328;;
824;0508040501;200328;20230727;99991231
825;0508040501;200318;;
826;0508040501;200318;20230727;99991231
827;0508041101;303549;20231215;99991231
828;0508041101;303549;;
829;0508041101;303554;20231215;99991231
830;0508041101;303554;;
831;0508044501;314798;20240410;20240612
832;0508044501;314798;;
833;0508051101;314983;20240418;99991231
834;0508051101;314983;;
835;0508052701;298321;20240410;99991231
836;0508052701;298321;;
837;0508052701;298322;20240410;99991231
838;0508052701;298322;;
839;0508052701;298325;20240410;99991231
840;0508052701;298325;;
841;0508052701;298326;20240410;99991231
842;0508052701;298326;;
843;0508058201;315285;20240419;99991231
844;0508058201;315285;;
845;0508OM6501;316434;20240503;99991231
846;0508OM6501;316434;;
847;0508OM6501;316404;;
848;0508OM6501;316404;20240503;99991231
849;0508OM6501;316436;;
850;0508OM6501;316436;20240503;99991231
851;0508OM6501;303435;;
852;0508OM6501;303435;20231202;99991231
853;0508OM6501;303406;20231129;99991231
854;0508OM6501;303406;;
855;0508OM6501;303274;;
856;0508OM6501;303274;20231128;99991231
857;0508OM6501;303407;;
858;0508OM6501;303407;20231129;99991231
859;0508OM6501;303304;;
860;0508OM6501;303304;20231128;99991231
861;0508OM6501;303486;;
862;0508OM6501;303486;20231208;99991231
863;0508OM6501;303498;;
864;0508OM6501;303498;20231208;99991231
865;0508OM6501;303499;;
866;0508OM6501;303499;20231208;99991231
867;0508OM6501;303501;;
868;0508OM6501;303501;20231208;99991231
869;0508OM6501;303455;;
870;0508OM6501;303455;20231202;99991231
871;0508OM6501;303447;;
872;0508OM6501;303447;20231202;99991231
873;0508OM6501;316401;;
874;0508OM6501;316401;20240503;99991231
875;0508OM6501;300960;;
876;0508OM6501;300960;20231103;99991231
877;0508OM6501;300961;;
878;0508OM6501;300961;20231103;99991231
879;0508OM6501;304452;;
880;0508OM6501;304452;20240119;99991231
881;0508OM6501;299769;;
882;0508OM6501;299769;20240410;99991231
883;0508OM6501;299770;;
884;0508OM6501;299770;20240410;99991231
885;0508OM6501;295976;;
