riga;codice_servizio;codice_comp o codice_tratto;data_inizio_corretta;data_fine_corretta
899;0500105403;304457;;
900;0500105403;304469;20240120;99991231
901;0500105403;304469;;
902;0500105503;312163;20240218;99991231
903;0500105503;312163;;
904;0500105503;312165;20240218;99991231
905;0500105503;312165;;
906;0500105503;312164;20240218;99991231
907;0500105503;312164;;
908;0500105503;312162;20240218;99991231
909;0500105503;312162;;
910;0500105503;312181;20240218;99991231
911;0500105503;312181;;
912;0500105503;312170;20240218;99991231
913;0500105503;312170;;
914;0500105503;312184;20240218;99991231
915;0500105503;312184;;
916;0500105503;312183;20240218;99991231
917;0500105503;312183;;
918;0500105503;312169;20240218;99991231
919;0500105503;312169;;
920;0500105503;222358;;
921;0500105503;222358;20230727;99991231
922;0500105503;222359;;
923;0500105503;222359;20230727;99991231
924;0500105503;283422;20240118;99991231
925;0500105503;283422;;
926;0500105503;289994;20240118;99991231
927;0500105503;289994;;
928;0500105503;289995;20240118;99991231
929;0500105503;289995;;
930;0500105503;312180;20240218;99991231
931;0500105503;312180;;
932;0500105503;283424;20240118;99991231
933;0500105503;283424;;
934;0500105503;283423;20240118;99991231
935;0500105503;283423;;
936;0500105503;312172;20240218;99991231
937;0500105503;312172;;
938;0500105503;312185;20240218;99991231
939;0500105503;312185;;
940;0500105503;283408;20240118;99991231
941;0500105503;283408;;
942;0500105503;283409;20240118;99991231
943;0500105503;283409;;
944;0500105503;283405;20240118;99991231
945;0500105503;283405;;
946;0500105503;283426;20240118;99991231
947;0500105503;283426;;
948;0500105503;283425;20240118;99991231
949;0500105503;283425;;
950;0500105503;282003;20240228;99991231
951;0500105503;282003;;
952;0500105503;282004;20240228;99991231
953;0500105503;282004;;
954;0500105503;281942;20240228;99991231
955;0500105503;281942;;
956;0500105503;281940;20240228;99991231
957;0500105503;281940;;
958;0500105503;281941;20240228;99991231
959;0500105503;281941;;
960;0500105503;281938;20240228;99991231
961;0500105503;281938;;
962;0500105503;281939;20240228;99991231
963;0500105503;281939;;
964;0500105503;312176;20240218;99991231
965;0500105503;312176;;
966;0500105503;312177;20240218;99991231
967;0500105503;312177;;
968;0500105503;281950;20240228;99991231
969;0500105503;281950;;
970;0500105503;282409;20240228;99991231
971;0500105503;282409;;
972;0500105503;281945;20240228;99991231
973;0500105503;281945;;
974;0500105503;281944;20240228;99991231
975;0500105503;281944;;
976;0500105503;312179;20240218;99991231
977;0500105503;312179;;
978;0500107402;314553;20240329;99991231
979;0500107402;314553;;
980;0500107402;300251;20230922;99991231
981;0500107402;300251;;
982;0500107602;304420;20240118;99991231
983;0500107602;304420;;
984;0500107702;315651;20240425;99991231
985;0500107702;315651;;
986;0500107702;315652;20240425;99991231
987;0500107702;315652;;
988;0500107702;315653;20240425;99991231
989;0500107702;315653;;
990;0500107702;315654;20240425;99991231
991;0500107702;315654;;
992;0500107702;315655;20240425;99991231
993;0500107702;315655;;
994;0500107702;315656;20240425;99991231
995;0500107702;315656;;
996;0500107702;314573;20240330;20240424
997;0500107702;314573;;
998;0500107702;314574;20240330;20240424
999;0500107702;314574;;
1000;0500107702;314575;20240330;20240424
1001;0500107702;314575;;
1002;0500107702;314576;20240330;20240424
1003;0500107702;314576;;
1004;0500107702;315647;20240425;99991231
1005;0500107702;315647;;
1006;0500107702;315648;20240425;99991231
1007;0500107702;315648;;
1008;0500107702;315649;20240425;99991231
1009;0500107702;315649;;
1010;0500107702;315650;20240425;99991231
1011;0500107702;315650;;
1012;0500107702;314605;20240402;99991231
1013;0500107702;314605;;
1014;0500107702;213805;20231107;99991231
1015;0500107702;213805;;
1016;0500107702;314563;20240329;99991231
1017;0500107702;314563;;
1018;0500107702;314604;20240402;99991231
1019;0500107702;314604;;
1020;0500107802;314595;20240331;99991231
1021;0500107802;314595;;
1022;0500107802;314596;20240331;99991231
1023;0500107802;314596;;
1024;0500107802;314597;20240331;99991231
1025;0500107802;314597;;
1026;0500107802;314598;20240331;99991231
1027;0500107802;314598;;
1028;0500107802;220853;20240313;99991231
1029;0500107802;220853;;
1030;0500107802;220854;20240313;99991231
1031;0500107802;220854;;
1032;0500107802;312710;20240313;99991231
1033;0500107802;312710;;
1034;0500107802;312711;20240313;99991231
1035;0500107802;312711;;
1036;0500107802;312712;20240313;99991231
1037;0500107802;312712;;
1038;0500107802;312713;20240313;99991231
1039;0500107802;312713;;
1040;0500107802;312714;20240313;99991231
1041;0500107802;312714;;
1042;0500107802;312715;20240313;99991231
1043;0500107802;312715;;
1044;0500107802;312716;20240313;99991231
1045;0500107802;312716;;
1046;0500107802;312717;20240313;99991231
1047;0500107802;312717;;
1048;0500107802;312718;20240313;99991231
1049;0500107802;312718;;
1050;0500107802;314593;20240331;99991231
1051;0500107802;314593;;
1052;0500107802;314594;20240331;99991231
1053;0500107802;314594;;
1054;0500107903;313225;20240305;99991231
1055;0500107903;313225;;
1056;0500108002;313034;20240229;99991231
1057;0500108002;313034;;
1058;0500108002;313035;20240229;99991231
1059;0500108002;313035;;
1060;0500108002;313036;20240229;99991231
1061;0500108002;313036;;
1062;0500108002;313037;20240229;99991231
1063;0500108002;313037;;
1064;0500108002;313038;20240229;99991231
1065;0500108002;313038;;
1066;0500111103;312614;20240224;20240424
1067;0500111103;312614;;
1068;0500111502;313266;20240305;99991231
1069;0500111502;313266;;
1070;0500111502;312752;20240227;99991231
1071;0500111502;312752;;
1072;0500111502;312753;20240227;99991231
1073;0500111502;312753;;
1074;0500111502;314438;20240327;99991231
1075;0500111502;314438;;
1076;0500113701;247233;20240417;99991231
1077;0500113701;247233;;
1078;0500113701;247234;20240417;99991231
1079;0500113701;247234;;
1080;0500115301;301960;20231117;99991231
1081;0500115301;301960;;
1082;0500115501;301965;20231117;99991231
1083;0500115501;301965;;
1084;0500115701;301962;20231117;99991231
1085;0500115701;301962;;
1086;0500116101;299721;20230817;99991231
1087;0500116101;299721;;
1088;0500116101;299731;20230817;99991231
1089;0500116101;299731;;
1090;0500116101;299736;20230817;99991231
1091;0500116101;299736;;
1092;0500116101;299703;20230817;99991231
1093;0500116101;299703;;
1094;0500116101;299704;20230817;99991231
1095;0500116101;299704;;
1096;0500116101;299715;20230817;99991231
1097;0500116101;299715;;
1098;0500116101;299739;20230817;99991231
1099;0500116101;299739;;
1100;0500116101;301967;20231117;99991231
1101;0500116101;301967;;
1102;0500116101;299812;20230830;99991231
1103;0500116101;299812;;
1104;0500116101;302007;20231118;99991231
1105;0500116101;302007;;
1106;0500116101;302008;20231118;99991231
1107;0500116101;302008;;
1108;0500116101;302009;20231118;99991231
1109;0500116101;302009;;
1110;0500116101;302013;20231118;99991231
1111;0500116101;302013;;
1112;0500116101;316399;20240502;99991231
1113;0500116101;316399;;
1114;0500116101;316400;20240502;99991231
1115;0500116101;316400;;
1116;0500116101;299727;20230817;99991231
1117;0500116101;299727;;
1118;0500116101;299728;20230817;99991231
1119;0500116101;299728;;
1120;0500118101;275390;;
1121;0500118101;275390;20240417;99991231
1122;0500118101;273398;;
1123;0500118101;273398;20240113;99991231
1124;0500118101;273399;20240113;99991231
1125;0500118101;273399;;
1126;0500118101;273400;;
1127;0500118101;273400;20240113;99991231
1128;0500118101;273401;20240113;99991231
1129;0500118101;273401;;
1130;0500120501;297094;20240114;99991231
1131;0500120501;297094;;
1132;0500120501;297095;20240114;99991231
1133;0500120501;297095;;
1134;0500120501;304137;20240114;99991231
1135;0500120501;304137;;
1136;0500120501;316431;20240503;99991231
1137;0500120501;316431;;
1138;0500120501;316432;20240503;99991231
1139;0500120501;316432;;
1140;0500120501;281891;20240117;99991231
1141;0500120501;281891;;
1142;0500120501;281892;20240117;99991231
1143;0500120501;281892;;
1144;0500120501;290156;20240119;99991231
1145;0500120501;290156;;
1146;0500120501;314690;20240406;99991231
1147;0500120501;314690;;
1148;0500121901;315287;20240419;99991231
1149;0500121901;315287;;
1150;0500122103;313577;20240314;99991231
1151;0500122103;313577;;
1152;0500122702;313032;20240229;99991231
1153;0500122702;313032;;
1154;0500123102;288884;;
1155;0500123102;288884;20230727;99991231
1156;0500123402;301950;;
1157;0500123402;301950;20231117;99991231
1158;0500123402;301951;20231117;99991231
1159;0500123402;301951;;
1160;0500123402;301956;;
1161;0500123402;301956;20231117;99991231
1162;0500123402;301957;;
1163;0500123402;301957;20231117;99991231
1164;0500123402;301958;20231117;99991231
1165;0500123402;301958;;
1166;0500123402;301959;20231117;99991231
1167;0500123402;301959;;
1168;0500123402;301960;;
1169;0500123402;301960;20231117;99991231
1170;0500123402;301961;20231117;99991231
1171;0500123402;301961;;
1172;0500123402;301952;20231117;99991231
1173;0500123402;301952;;
1174;0500123402;301953;20231117;99991231
1175;0500123402;301953;;
1176;0500123402;301963;;
1177;0500123402;301963;20231117;99991231
1178;0500123402;301964;20231117;99991231
1179;0500123402;301964;;
1180;0500123601;310686;20240203;99991231
1181;0500123601;310686;;
1182;0500123601;301252;20231107;99991231
1183;0500123601;301252;;
1184;0500123601;301823;20231116;99991231
1185;0500123601;301823;;
1186;0500124402;311499;20240211;99991231
1187;0500124402;311499;;
1188;0500124402;311504;20240211;99991231
1189;0500124402;311504;;
1190;0500124402;311500;20240211;99991231
1191;0500124402;311500;;
1192;0500124402;312657;20240224;99991231
1193;0500124402;312657;;
1194;0500124402;312662;20240224;99991231
1195;0500124402;312662;;
1196;0500124402;262881;20240127;99991231
1197;0500124402;262881;;
1198;0500124402;262882;20240127;99991231
1199;0500124402;262882;;
1200;0500124402;301171;20231106;99991231
1201;0500124402;301171;;
1202;0500124702;312642;20240224;99991231
1203;0500124702;312642;;
1204;0500124702;312643;20240224;99991231
1205;0500124702;312643;;
1206;0500124702;313222;20240305;99991231
1207;0500124702;313222;;
1208;0500124802;262875;20240127;20240323
1209;0500124802;262875;;
1210;0500124802;262876;20240127;20240323
1211;0500124802;262876;;
1212;0500124802;304458;20240119;99991231
1213;0500124802;304458;;
1214;0500125103;312669;20240224;99991231
1215;0500125103;312669;;
1216;0500125103;312670;20240224;99991231
1217;0500125103;312670;;
1218;0500125103;314697;20240406;99991231
1219;0500125103;314697;;
1220;0500125103;314698;20240406;99991231
1221;0500125103;314698;;
1222;0500125103;314699;20240406;99991231
1223;0500125103;314699;;
1224;0500125103;314700;20240406;99991231
1225;0500125103;314700;;
1226;0500125103;314701;20240406;99991231
1227;0500125103;314701;;
1228;0500125103;314702;20240406;99991231
1229;0500125103;314702;;
1230;0500125103;204968;20231122;99991231
1231;0500125103;204968;;
1232;0500125103;205039;20231122;99991231
1233;0500125103;205039;;
1234;0500125103;205040;20231122;99991231
1235;0500125103;205040;;
1236;0500125103;205350;20231122;99991231
1237;0500125103;205350;;
1238;0500125103;204999;20231122;99991231
1239;0500125103;204999;;
1240;0500125103;204854;20231122;99991231
1241;0500125103;204854;;
1242;0500125103;204852;20231122;99991231
1243;0500125103;204852;;
1244;0500125103;204853;20231122;99991231
1245;0500125103;204853;;
1246;0500125103;204978;20231122;99991231
1247;0500125103;204978;;
1248;0500125103;205035;20231122;99991231
1249;0500125103;205035;;
1250;0500125103;204966;20231122;99991231
1251;0500125103;204966;;
1252;0500125103;217957;20231122;99991231
1253;0500125103;217957;;
1254;0500125103;217021;20231122;99991231
1255;0500125103;217021;;
1256;0500125103;217020;20231122;99991231
1257;0500125103;217020;;
1258;0500125103;204991;20231122;99991231
1259;0500125103;204991;;
1260;0500125103;312669;20240224;99991231
1261;0500125103;312669;;
1262;0500125103;312670;20240224;99991231
1263;0500125103;312670;;
1264;0500125103;314697;20240406;99991231
1265;0500125103;314697;;
1266;0500125103;314698;20240406;99991231
1267;0500125103;314698;;
1268;0500125103;314699;20240406;99991231
1269;0500125103;314699;;
1270;0500125103;314700;20240406;99991231
1271;0500125103;314700;;
1272;0500125103;314701;20240406;99991231
1273;0500125103;314701;;
1274;0500125103;314702;20240406;99991231
1275;0500125103;314702;;
1276;0500125201;313219;20240305;99991231
1277;0500125201;313219;;
1278;0500125201;313220;20240305;99991231
1279;0500125201;313220;;
1280;0500125201;313222;20240305;99991231
1281;0500125201;313222;;
1282;0500125201;313223;20240305;99991231
1283;0500125201;313223;;
1284;0500125302;312669;20240224;99991231
1285;0500125302;312669;;
1286;0500125302;312670;20240224;99991231
1287;0500125302;312670;;
1288;0500125302;314697;20240406;99991231
1289;0500125302;314697;;
1290;0500125302;314698;20240406;99991231
1291;0500125302;314698;;
1292;0500125302;314699;20240406;99991231
1293;0500125302;314699;;
1294;0500125302;314700;20240406;99991231
1295;0500125302;314700;;
1296;0500125302;314701;20240406;99991231
1297;0500125302;314701;;
1298;0500125302;314702;20240406;99991231
1299;0500125302;314702;;
1300;0500125302;313219;20240305;99991231
1301;0500125302;313219;;
1302;0500125302;313220;20240305;99991231
1303;0500125302;313220;;
1304;0500125702;303491;20231208;99991231
1305;0500125702;303491;;
1306;0500125702;300650;20231017;99991231
1307;0500125702;300650;;
1308;0500125903;312656;20240224;99991231
1309;0500125903;312656;;
1310;0500126202;299994;20230914;99991231
1311;0500126202;299994;;
1312;0500126202;300245;20230928;99991231
1313;0500126202;300245;;
1314;0500126202;299966;20230928;99991231
1315;0500126202;299966;;
1316;0500126202;300241;20230919;99991231
1317;0500126202;300241;;
1318;0500126202;300414;20230926;99991231
1319;0500126202;300414;;
1320;0500126202;300430;20230927;99991231
1321;0500126202;300430;;
1322;0500126202;300570;20231005;99991231
1323;0500126202;300570;;
1324;0500126202;300475;20230930;99991231
1325;0500126202;300475;;
1326;0500126202;300479;20230930;99991231
1327;0500126202;300479;;
1328;0500126202;300487;20230930;99991231
1329;0500126202;300487;;
1330;0500126202;300505;20230930;99991231
1331;0500126202;300505;;
1332;0501003402;247281;20230727;20240412
1333;0501003402;247281;;
1334;0501003402;314872;20240413;99991231
1335;0501003402;314872;;
1336;0501003402;246275;20230727;99991231
1337;0501003402;246275;;
1338;0501003402;245507;20230727;99991231
1339;0501003402;245507;;
1340;0501003402;245519;20230727;99991231
1341;0501003402;245519;;
1342;0501003402;245094;20230727;99991231
1343;0501003402;245094;;
1344;0501003402;245875;20230727;99991231
1345;0501003402;245875;;
1346;0501003402;246233;20230727;99991231
1347;0501003402;246233;;
1348;0501003402;245869;20230727;99991231
1349;0501003402;245869;;
1350;0501003402;245841;20230727;99991231
1351;0501003402;245841;;
1352;0501003402;245088;20230727;99991231
1353;0501003402;245088;;
1354;0501003402;246286;20230727;99991231
1355;0501003402;246286;;
1356;0501003402;247278;20230727;99991231
1357;0501003402;247278;;
1358;0501003402;245135;20230727;99991231
1359;0501003402;245135;;
1360;0501003402;245109;20230727;99991231
1361;0501003402;245109;;
1362;0501003402;245123;20230727;99991231
1363;0501003402;245123;;
1364;0501003402;245117;20230727;99991231
1365;0501003402;245117;;
1366;0501003402;245671;20230727;99991231
1367;0501003402;245671;;
1368;0501003402;245453;20230727;99991231
1369;0501003402;245453;;
1370;0501003402;245987;20230727;99991231
1371;0501003402;245987;;
1372;0501003402;246207;20230727;99991231
1373;0501003402;246207;;
1374;0501003402;245886;20230727;99991231
1375;0501003402;245886;;
1376;0501003402;245952;20230727;99991231
1377;0501003402;245952;;
1378;0501003402;245674;20230727;99991231
1379;0501003402;245674;;
1380;0501003402;245675;20230727;99991231
1381;0501003402;245675;;
1382;0501003402;245904;20230727;99991231
1383;0501003402;245904;;
1384;0501003402;245167;20230727;99991231
1385;0501003402;245167;;
1386;0501003402;245192;20230727;99991231
1387;0501003402;245192;;
1388;0501003402;245898;20230727;99991231
1389;0501003402;245898;;
1390;0501003402;246228;20230727;99991231
1391;0501003402;246228;;
1392;0501003402;246229;20230727;99991231
1393;0501003402;246229;;
1394;0501003402;246230;20230727;99991231
1395;0501003402;246230;;
1396;0501003402;291847;20230727;99991231
1397;0501003402;291847;;
1398;0501003402;245215;20230727;99991231
1399;0501003402;245215;;
1400;0501003402;245927;20230727;99991231
1401;0501003402;245927;;
1402;0501003402;245571;20230727;99991231
1403;0501003402;245571;;
1404;0501003402;246052;20230727;99991231
1405;0501003402;246052;;
1406;0501003402;246071;20230727;99991231
1407;0501003402;246071;;
1408;0501003402;246188;20230727;99991231
1409;0501003402;246188;;
1410;0501003402;245398;20230727;99991231
1411;0501003402;245398;;
1412;0501003402;246194;20230727;99991231
1413;0501003402;246194;;
1414;0501003402;246088;20230727;99991231
1415;0501003402;246088;;
1416;0501003402;245296;20230727;99991231
1417;0501003402;245296;;
1418;0501003402;245958;20230727;99991231
1419;0501003402;245958;;
1420;0501003402;245937;20230727;99991231
1421;0501003402;245937;;
1422;0501003402;245300;20230727;99991231
1423;0501003402;245300;;
1424;0501003402;245724;20230727;99991231
1425;0501003402;245724;;
1426;0501003402;245279;20230727;99991231
1427;0501003402;245279;;
1428;0501003402;245432;20230727;99991231
1429;0501003402;245432;;
1430;0501003402;246023;20230727;99991231
1431;0501003402;246023;;
1432;0501003402;246126;20230727;99991231
1433;0501003402;246126;;
1434;0501003402;245594;20230727;99991231
1435;0501003402;245594;;
1436;0501003402;245318;20230727;99991231
1437;0501003402;245318;;
1438;0501003402;245289;20230727;99991231
1439;0501003402;245289;;
1440;0501003402;245312;20230727;99991231
1441;0501003402;245312;;
1442;0501003402;292068;20230727;99991231
1443;0501003402;292068;;
1444;0501003402;245560;20230727;99991231
1445;0501003402;245560;;
1446;0501003402;245324;20230727;99991231
1447;0501003402;245324;;
1448;0501003402;245351;20230727;99991231
1449;0501003402;245351;;
1450;0501003402;245515;20230727;99991231
1451;0501003402;245515;;
1452;0501003402;245338;20230727;99991231
1453;0501003402;245338;;
1454;0501003402;245339;20230727;99991231
1455;0501003402;245339;;
1456;0501003402;246238;20230727;99991231
1457;0501003402;246238;;
1458;0501003402;245344;20230727;99991231
1459;0501003402;245344;;
1460;0501003402;245767;20230727;99991231
1461;0501003402;245767;;
1462;0501003402;246096;20230727;99991231
1463;0501003402;246096;;
1464;0501003402;245547;20230727;99991231
1465;0501003402;245547;;
1466;0501003402;245815;20230727;99991231
1467;0501003402;245815;;
1468;0501003402;245535;20230727;99991231
1469;0501003402;245535;;
1470;0501003402;245377;20230727;99991231
1471;0501003402;245377;;
1472;0501003402;245971;20230727;99991231
1473;0501003402;245971;;
1474;0501003402;245942;20230727;99991231
1475;0501003402;245942;;
1476;0501003402;245610;20230727;99991231
1477;0501003402;245610;;
1478;0501003402;245405;20230727;99991231
1479;0501003402;245405;;
1480;0501003402;245387;20230727;99991231
1481;0501003402;245387;;
1482;0501003402;246259;20230727;99991231
1483;0501003402;246259;;
1484;0501005801;275162;;
1485;0501005801;275162;20240113;99991231
1486;0501OM2501;314374;;
1487;0501OM2501;314374;20240324;99991231
1488;0501OM2501;300743;;
1489;0501OM2501;300743;20231021;99991231
1490;0501OM2501;304428;20240118;99991231
1491;0501OM2501;304428;;
1492;0501OM2501;310652;20240201;99991231
1493;0501OM2501;310652;;
1494;0501OM2501;310653;20240201;99991231
1495;0501OM2501;310653;;
1496;0501OM2501;310654;;
1497;0501OM2501;310654;20240201;99991231
1498;0501OM2501;312148;;
1499;0501OM2501;312148;20240217;99991231
1500;0501OM2501;312149;20240217;99991231
1501;0501OM2501;312149;;
1502;0501OM2501;312676;20240225;99991231
1503;0501OM2501;312676;;
1504;0501OM2501;312724;20240225;99991231
1505;0501OM2501;312724;;
1506;0501OM2501;314324;;
1507;0501OM2501;314324;20240323;99991231
1508;0501OM2501;314367;;
1509;0501OM2501;314367;20240324;99991231
1510;0501OM2501;314366;;
1511;0501OM2501;314366;20240324;99991231
1512;0501OM2501;300750;;
1513;0501OM2501;300750;20231021;99991231
1514;0501OM2501;314373;20240324;99991231
1515;0501OM2501;314373;;
1516;0501OM2501;300751;;
1517;0501OM2501;300751;20231021;99991231
1518;0501OM2501;300752;;
1519;0501OM2501;300752;20231021;99991231
1520;0501OM2501;314376;20240324;99991231
1521;0501OM2501;314376;;
1522;0501OM2501;300748;20231021;99991231
1523;0501OM2501;300748;;
1524;0501OM2501;300749;20231021;99991231
1525;0501OM2501;300749;;
1526;0501OM2501;314300;;
1527;0501OM2501;314300;20240323;99991231
1528;0501OM2501;300639;;
1529;0501OM2501;300639;20231013;99991231
1530;0501OM2501;300640;20231013;99991231
1531;0501OM2501;300640;;
1532;0501OM2501;300637;;
1533;0501OM2501;300637;20231013;99991231
1534;0501OM2501;304426;20240118;99991231
1535;0501OM2501;304426;;
1536;0501OM2501;304427;20240118;99991231
1537;0501OM2501;304427;;
1538;0501OM2501;300532;20231004;99991231
1539;0501OM2501;300532;;
1540;0501OM2501;314387;;
1541;0501OM2501;314387;20240324;99991231
1542;0501OM2501;314381;20240324;99991231
1543;0501OM2501;314381;;
1544;0501OM2501;314382;;
1545;0501OM2501;314382;20240324;99991231
1546;0501OM2501;314264;;
1547;0501OM2501;314264;20240323;99991231
1548;0501OM2501;300595;;
1549;0501OM2501;300595;20231006;99991231
1550;0501OM2501;312672;20240225;99991231
1551;0501OM2501;312672;;
1552;0501OM2501;312726;20240225;99991231
1553;0501OM2501;312726;;
1554;0501OM2501;300468;20230928;99991231
1555;0501OM2501;300468;;
1556;0501OM2501;300469;20230928;99991231
1557;0501OM2501;300469;;
1558;0501OM2501;300602;;
1559;0501OM2501;300602;20231006;99991231
1560;0501OM2501;314389;;
1561;0501OM2501;314389;20240324;99991231
1562;0501OM2501;314390;20240324;99991231
1563;0501OM2501;314390;;
1564;0501OM2501;314377;20240324;99991231
1565;0501OM2501;314377;;
1566;0501OM2501;299878;20230910;99991231
1567;0501OM2501;299878;;
1568;0501OM2501;314293;20240323;99991231
1569;0501OM2501;314293;;
1570;0501OM2501;314381;;
1571;0501OM2501;314381;20240324;99991231
1572;0501OM2501;314382;20240324;99991231
1573;0501OM2501;314382;;
1574;0501OM3601;299673;;
1575;0501OM3601;299673;20230809;99991231
1576;0501OM3601;313440;;
1577;0501OM3601;313440;20240306;99991231
1578;0501OM3601;313398;;
1579;0501OM3601;313398;20240306;99991231
1580;0501OM3601;299850;20230902;99991231
1581;0501OM3601;299850;;
1582;0501OM3601;313306;20240306;99991231
1583;0501OM3601;313306;;
1584;0501OM3601;301253;20231108;99991231
1585;0501OM3601;301253;;
1586;0501OM3601;304017;;
1587;0501OM3601;304017;20240109;99991231
1588;0501OM3602;312521;20240223;99991231
1589;0501OM3602;312521;;
1590;0501OM3602;312519;20240223;99991231
1591;0501OM3602;312519;;
1592;0501OM3602;312704;20240225;99991231
1593;0501OM3602;312704;;
1594;0501OM3602;312705;20240225;99991231
1595;0501OM3602;312705;;
1596;0501OM3602;200010;;
1597;0501OM3602;200010;20240113;99991231
1598;0501OM3602;311480;;
1599;0501OM3602;311480;20240210;99991231
1600;0501OM3602;313283;;
1601;0501OM3602;313283;20240306;99991231
1602;0501OM3602;304464;;
1603;0501OM3602;304464;20240120;99991231
1604;0501OM4002;313284;20240306;99991231
1605;0501OM4002;313284;;
1606;0501OM4002;312616;20240224;20240424
1607;0501OM4002;312616;;
1608;0501OM4002;300470;;
1609;0501OM4002;300470;20230928;99991231
1610;0501OM4002;312953;;
1611;0501OM4002;312953;20240228;99991231
1612;0501OM4002;313126;20240302;99991231
1613;0501OM4002;313126;;
1614;0501OM4002;313153;20240302;99991231
1615;0501OM4002;313153;;
1616;0501OM4002;313154;20240302;99991231
1617;0501OM4002;313154;;
1618;0501OM4002;313177;;
1619;0501OM4002;313177;20240303;99991231
1620;0501OM4002;311872;;
1621;0501OM4002;311872;20240214;99991231
1622;0501OM4202;313227;20240305;99991231
1623;0501OM4202;313227;;
1624;0501OM4202;313229;20240305;99991231
1625;0501OM4202;313229;;
1626;0501OM4202;215809;;
1627;0501OM4202;215809;20230727;99991231
1628;0501OM4202;175327;20230727;99991231
1629;0501OM4202;175327;;
1630;0501OM4202;215810;20230727;99991231
1631;0501OM4202;215810;;
1632;0501OM4202;313226;;
1633;0501OM4202;313226;20240305;99991231
1634;0501OM4301;312253;;
1635;0501OM4301;312253;20240221;99991231
1636;0501OM4301;312254;;
1637;0501OM4301;312254;20240221;99991231
1638;0501OM4301;312269;20240221;99991231
1639;0501OM4301;312269;;
1640;0501OM4301;312270;20240221;99991231
1641;0501OM4301;312270;;
1642;0501OM4301;312271;20240221;99991231
1643;0501OM4301;312271;;
1644;0501OM4301;312744;20240225;99991231
1645;0501OM4301;312744;;
1646;0501OM4301;312731;;
1647;0501OM4301;312731;20240225;99991231
1648;0501OM4301;312732;;
1649;0501OM4301;312732;20240225;99991231
1650;0501OM4301;312733;20240225;99991231
1651;0501OM4301;312733;;
1652;0501OM4301;312735;;
1653;0501OM4301;312735;20240225;99991231
1654;0501OM4401;302051;;
1655;0501OM4401;302051;20231121;99991231
1656;0501OM4401;303357;;
1657;0501OM4401;303357;20231128;99991231
1658;0501OM4401;303349;20231128;99991231
1659;0501OM4401;303349;;
1660;0501OM4401;303350;;
1661;0501OM4401;303350;20231128;99991231
1662;0501OM4401;303320;20231128;99991231
1663;0501OM4401;303320;;
1664;0501OM4401;303321;;
1665;0501OM4401;303321;20231128;99991231
1666;0501OM4401;303322;20231128;99991231
1667;0501OM4401;303322;;
1668;0501OM4401;303323;20231128;99991231
1669;0501OM4401;303323;;
1670;0501OM4401;303324;;
1671;0501OM4401;303324;20231128;99991231
1672;0501OM4401;303275;20231128;99991231
1673;0501OM4401;303275;;
1674;0501OM4401;303276;20231128;99991231
1675;0501OM4401;303276;;
1676;0501OM4401;303592;;
1677;0501OM4401;303592;20231220;99991231
1678;0501OM4401;303591;;
1679;0501OM4401;303591;20231220;99991231
1680;0501OM4401;312649;;
1681;0501OM4401;312649;20240224;99991231
1682;0501OM4401;316406;;
1683;0501OM4401;316406;20240503;99991231
1684;0501OM4401;315290;20240420;99991231
1685;0501OM4401;315290;;
1686;0501OM4401;315291;20240420;99991231
1687;0501OM4401;315291;;
1688;0501OM4401;302047;;
1689;0501OM4401;302047;20231121;99991231
1690;0501OM4401;303437;20231202;99991231
1691;0501OM4401;303437;;
1692;0501OM4401;303409;20231129;99991231
1693;0501OM4401;303409;;
1694;0501OM4401;303456;;
1695;0501OM4401;303456;20231202;99991231
1696;0501OM4401;303448;20231202;99991231
1697;0501OM4401;303448;;
1698;0501OM4401;303496;20231208;99991231
1699;0501OM4401;303496;;
1700;0501OM4401;303497;;
1701;0501OM4401;303497;20231208;99991231
1702;0501OM4401;303502;;
1703;0501OM4401;303502;20231208;99991231
1704;0501OM4401;300963;;
1705;0501OM4401;300963;20231103;99991231
1706;0501OM4401;303580;20231220;99991231
1707;0501OM4401;303580;;
1708;0501OM4401;303581;20231220;99991231
1709;0501OM4401;303581;;
1710;0501OM4401;303582;20231220;99991231
1711;0501OM4401;303582;;
1712;0501OM4401;303583;20231220;99991231
1713;0501OM4401;303583;;
1714;0501OM4401;303584;;
1715;0501OM4401;303584;20231220;99991231
1716;0501OM4401;303585;20231220;99991231
1717;0501OM4401;303585;;
1718;0501OM4401;303586;;
1719;0501OM4401;303586;20231220;99991231
1720;0502002703;300213;20230917;99991231
1721;0502002703;300213;;
1722;0502004401;312171;20240218;99991231
1723;0502004401;312171;;
1724;0502004401;311627;20240213;99991231
1725;0502004401;311627;;
1726;0502004401;311639;20240213;99991231
1727;0502004401;311639;;
1728;0502004401;311640;20240213;99991231
1729;0502004401;311640;;
1730;0502004401;311626;20240213;99991231
1731;0502004401;311626;;
1732;0502004401;311638;20240213;99991231
1733;0502004401;311638;;
1734;0502006601;300213;20230917;99991231
1735;0502006601;300213;;
1736;0502AD4102;304003;;
1737;0502AD4102;304003;20240104;99991231
1738;0502AD4102;300686;;
1739;0502AD4102;300686;20231017;99991231
1740;0502AD4102;303596;;
1741;0502AD4102;303596;20231222;99991231
1742;0502AD4102;310116;;
1743;0502AD4102;310116;20240130;99991231
1744;0502AD4102;304473;20240123;99991231
1745;0502AD4102;304473;;
1746;0502AD4102;314304;20240323;99991231
