riga;codice_servizio;codice_comp o codice_tratto;data_inizio_corretta;data_fine_corretta
1747;0502AD4102;314304;;
1748;0502AD4102;314305;;
1749;0502AD4102;314305;20240323;99991231
1750;0502AD4203;299460;20240410;99991231
1751;0502AD4203;299460;;
1752;0502AD4203;299569;20240410;99991231
1753;0502AD4203;299569;;
1754;0502AD4302;304445;;
1755;0502AD4302;304445;20240119;99991231
1756;0502AD4302;304446;20240119;99991231
1757;0502AD4302;304446;;
1758;0502AD4302;301580;;
1759;0502AD4302;301580;20231109;99991231
1760;0502AD4302;297731;20240410;99991231
1761;0502AD4302;297731;;
1762;0502AD4302;297732;;
1763;0502AD4302;297732;20240410;99991231
1764;0502AD4302;310702;;
1765;0502AD4302;310702;20240207;99991231
1766;0502RA5401;301247;20231107;99991231
1767;0502RA5401;301247;;
1768;0502RA5401;298735;;
1769;0502RA5401;298735;20240410;99991231
1770;0502RA5401;298736;;
1771;0502RA5401;298736;20240410;99991231
1772;0502RA5401;298742;20240410;99991231
1773;0502RA5401;298742;;
1774;0502RA5401;298743;20240410;99991231
1775;0502RA5401;298743;;
1776;0502RA5403;300444;20230927;99991231
1777;0502RA5403;300444;;
1778;0502RA5403;314380;;
1779;0502RA5403;314380;20240324;99991231
1780;0502RA5403;300715;;
1781;0502RA5403;300715;20231019;99991231
1782;0502RA5403;279290;20240410;99991231
1783;0502RA5403;279290;;
1784;0502RA5603;266734;;
1785;0502RA5603;266734;20240410;99991231
1786;0504004401;315933;20240427;99991231
1787;0504004401;315933;;
1788;0504004401;315981;20240427;99991231
1789;0504004401;315981;;
1790;0504004701;316238;20240430;99991231
1791;0504004701;316238;;
1792;0504004901;316251;;
1793;0504004901;316251;20240430;99991231
1794;0504004901;316264;;
1795;0504004901;316264;20240430;99991231
1796;0504005401;316311;;
1797;0504005401;316311;20240501;99991231
1798;0504005401;316313;20240501;99991231
1799;0504005401;316313;;
1800;0504006001;316361;20240501;99991231
1801;0504006001;316361;;
1802;0504006001;316362;20240501;99991231
1803;0504006001;316362;;
1804;0504007101;315752;20240427;99991231
1805;0504007101;315752;;
1806;0504007101;315755;20240427;99991231
1807;0504007101;315755;;
1808;0504007101;315756;;
1809;0504007101;315756;20240427;99991231
1810;0504007101;315753;;
1811;0504007101;315753;20240427;99991231
1812;0507000101;313215;20240305;99991231
1813;0507000101;313215;;
1814;0507000101;313216;20240305;99991231
1815;0507000101;313216;;
1816;0507000101;175828;20230727;99991231
1817;0507000101;175828;;
1818;0507000101;175065;20230727;99991231
1819;0507000101;175065;;
1820;0507000101;175826;20230727;20240426
1821;0507000101;175826;;
1822;0507000101;279240;20230727;20240426
1823;0507000101;279240;;
1824;0507000101;175827;20230727;20240426
1825;0507000101;175827;;
1826;0507000101;279241;20230727;20240426
1827;0507000101;279241;;
1828;0507000101;300929;20231031;99991231
1829;0507000101;300929;;
1830;0507000101;300930;20231031;99991231
1831;0507000101;300930;;
1832;0507000101;315751;20240427;99991231
1833;0507000101;315751;;
1834;0507000101;300884;20231028;99991231
1835;0507000101;300884;;
1836;0507000101;300885;20231028;99991231
1837;0507000101;300885;;
1838;0507000101;300886;20231028;99991231
1839;0507000101;300886;;
1840;0507000101;300931;20231031;99991231
1841;0507000101;300931;;
1842;0507001801;301586;20231111;99991231
1843;0507001801;301586;;
1844;0507001801;301587;20231111;20240530
1845;0507001801;301587;;
1846;0507002102;300621;20231008;20240417
1847;0507002102;300621;;
1848;0507002102;314620;20240403;99991231
1849;0507002102;314620;;
1850;0507002102;314621;20240403;99991231
1851;0507002102;314621;;
1852;0507002102;314622;20240403;99991231
1853;0507002102;314622;;
1854;0507002102;314624;20240403;99991231
1855;0507002102;314624;;
1856;0507002102;168853;20240126;99991231
1857;0507002102;168853;;
1858;0507002102;196314;20240126;99991231
1859;0507002102;196314;;
1860;0507003303;180625;;
1861;0507003303;180625;;
1862;0507003303;180508;;
1863;0507003303;180508;;
1864;0507003303;180515;;
1865;0507003303;180515;;
1866;0507003303;180506;;
1867;0507003303;180506;;
1868;0507003303;188875;;
1869;0507003303;188875;;
1870;0507003303;290760;;
1871;0507003303;290760;;
1872;0507003303;204696;;
1873;0507003303;204696;;
1874;0507003303;180490;;
1875;0507003303;180490;;
1876;0507003303;180417;;
1877;0507003303;180417;;
1878;0507003303;222061;;
1879;0507003303;222061;;
1880;0507003303;270857;;
1881;0507003303;270857;;
1882;0507003403;190819;;
1883;0507003403;190819;20230727;20231206
1884;0507003403;248708;20230727;20240326
1885;0507003403;248708;;
1886;0507003403;312748;20240225;99991231
1887;0507003403;312748;;
1888;0507003403;312749;20240225;99991231
1889;0507003403;312749;;
1890;0507003403;303443;20231202;99991231
1891;0507003403;303443;;
1892;0507003403;297899;20230727;99991231
1893;0507003403;297899;;
1894;0507003403;179686;20230727;99991231
1895;0507003403;179686;;
1896;0507003403;313525;20240308;99991231
1897;0507003403;313525;;
1898;0507003403;313522;20240308;99991231
1899;0507003403;313522;;
1900;0507003403;169044;20230727;99991231
1901;0507003403;169044;;
1902;0507003403;179727;20230727;99991231
1903;0507003403;179727;;
1904;0507003403;313521;20240308;99991231
1905;0507003403;313521;;
1906;0507003403;313304;20240306;99991231
1907;0507003403;313304;;
1908;0507003403;303570;20231219;99991231
1909;0507003403;303570;;
1910;0507003403;215293;20230727;99991231
1911;0507003403;215293;;
1912;0507003403;284623;20230727;99991231
1913;0507003403;284623;;
1914;0507003501;300909;20231028;99991231
1915;0507003501;300909;;
1916;0507003501;314368;20240324;99991231
1917;0507003501;314368;;
1918;0507003501;310661;20240201;99991231
1919;0507003501;310661;;
1920;0507003501;310662;20240201;99991231
1921;0507003501;310662;;
1922;0507003501;310738;20240209;99991231
1923;0507003501;310738;;
1924;0507003501;312673;20240225;99991231
1925;0507003501;312673;;
1926;0507003501;313439;20240306;99991231
1927;0507003501;313439;;
1928;0507003901;313272;20240306;99991231
1929;0507003901;313272;;
1930;0507003901;313274;20240306;99991231
1931;0507003901;313274;;
1932;0507003901;313273;20240306;99991231
1933;0507003901;313273;;
1934;0507003901;315302;20240420;99991231
1935;0507003901;315302;;
1936;0507003901;313192;20240304;99991231
1937;0507003901;313192;;
1938;0507003901;313193;20240304;99991231
1939;0507003901;313193;;
1940;0507003901;313194;20240304;99991231
1941;0507003901;313194;;
1942;0507003901;313275;20240306;99991231
1943;0507003901;313275;;
1944;0507003901;313276;20240306;99991231
1945;0507003901;313276;;
1946;0507003901;313195;20240304;99991231
1947;0507003901;313195;;
1948;0507003901;313224;20240305;99991231
1949;0507003901;313224;;
1950;0507003901;313197;20240304;99991231
1951;0507003901;313197;;
1952;0507003901;313196;20240304;99991231
1953;0507003901;313196;;
1954;0507003901;313200;20240304;99991231
1955;0507003901;313200;;
1956;0507003901;313198;20240304;99991231
1957;0507003901;313198;;
1958;0507003901;313199;20240304;99991231
1959;0507003901;313199;;
1960;0507003901;313201;20240304;99991231
1961;0507003901;313201;;
1962;0507003901;313202;20240304;99991231
1963;0507003901;313202;;
1964;0507003901;313203;20240304;99991231
1965;0507003901;313203;;
1966;0507003901;313210;20240305;99991231
1967;0507003901;313210;;
1968;0507003901;313204;20240304;99991231
1969;0507003901;313204;;
1970;0507003901;313205;20240304;99991231
1971;0507003901;313205;;
1972;0507003901;313206;20240304;99991231
1973;0507003901;313206;;
1974;0507004103;304431;20240118;99991231
1975;0507004103;304431;;
1976;0507004103;300382;20230922;99991231
1977;0507004103;300382;;
1978;0507004103;310642;20240201;99991231
1979;0507004103;310642;;
1980;0507004103;300635;20231013;99991231
1981;0507004103;300635;;
1982;0507106703;303503;20231210;99991231
1983;0507106703;303503;;
1984;0507107203;299681;20230811;99991231
1985;0507107203;299681;;
1986;0507107203;304116;20240113;99991231
1987;0507107203;304116;;
1988;0507107203;304120;20240113;99991231
1989;0507107203;304120;;
1990;0507107203;304121;20240113;99991231
1991;0507107203;304121;;
1992;0507107402;314968;20240417;20240423
1993;0507107402;314968;;
1994;0507107402;316175;20240427;20240502
1995;0507107402;316175;;
1996;0507107402;316170;20240427;20240503
1997;0507107402;316170;;
1998;0507107402;316174;20240427;20240503
1999;0507107402;316174;;
2000;0507107402;316173;20240427;20240503
2001;0507107402;316173;;
2002;0507107402;316172;20240427;20240503
2003;0507107402;316172;;
2004;0507107402;300596;20231006;99991231
2005;0507107402;300596;;
2006;0507107402;316166;20240427;99991231
2007;0507107402;316166;;
2008;0507107603;312696;20240225;99991231
2009;0507107603;312696;;
2010;0507107603;312697;20240225;99991231
2011;0507107603;312697;;
2012;0507107603;312698;20240225;99991231
2013;0507107603;312698;;
2014;0507107603;312699;20240225;99991231
2015;0507107603;312699;;
2016;0507107603;314450;20240327;99991231
2017;0507107603;314450;;
2018;0507107603;314451;20240327;99991231
2019;0507107603;314451;;
2020;0507107603;312523;20240223;99991231
2021;0507107603;312523;;
2022;0507107603;312525;20240223;99991231
2023;0507107603;312525;;
2024;0507107903;197119;20231101;99991231
2025;0507107903;197119;;
2026;0507108403;304101;20240113;20240515
2027;0507108403;304101;;
2028;0507108403;304102;20240113;20240515
2029;0507108403;304102;;
2030;0507108403;302044;20231121;99991231
2031;0507108403;302044;;
2032;0507108403;314396;20240326;99991231
2033;0507108403;314396;;
2034;0507108403;314397;20240326;99991231
2035;0507108403;314397;;
2036;0507108603;304021;20240109;99991231
2037;0507108603;304021;;
2038;0507108603;304129;20240114;99991231
2039;0507108603;304129;;
2040;0507108701;303970;20231230;99991231
2041;0507108701;303970;;
2042;0507108701;303975;20231230;99991231
2043;0507108701;303975;;
2044;0507108701;303918;20231229;99991231
2045;0507108701;303918;;
2046;0507108701;304100;20240113;99991231
2047;0507108701;304100;;
2048;0507108701;303891;20231229;99991231
2049;0507108701;303891;;
2050;0507108701;304103;20240113;99991231
2051;0507108701;304103;;
2052;0507109402;310119;20240130;99991231
2053;0507109402;310119;;
2054;0507109402;310138;20240130;99991231
2055;0507109402;310138;;
2056;0507109402;303597;20231222;99991231
2057;0507109402;303597;;
2058;0507109402;304381;20240117;99991231
2059;0507109402;304381;;
2060;0507109402;313568;20240313;99991231
2061;0507109402;313568;;
2062;0507110301;316221;20240428;99991231
2063;0507110301;316221;;
2064;0507110301;316217;20240428;99991231
2065;0507110301;316217;;
2066;0507110301;304106;20240113;99991231
2067;0507110301;304106;;
2068;0507110601;303513;20231212;99991231
2069;0507110601;303513;;
2070;0507110601;299663;20230809;99991231
2071;0507110601;299663;;
2072;0507110601;299664;20230809;99991231
2073;0507110601;299664;;
2074;0507110601;299665;20230809;99991231
2075;0507110601;299665;;
2076;0507110601;299666;20230809;99991231
2077;0507110601;299666;;
2078;0507110601;299667;20230809;99991231
2079;0507110601;299667;;
2080;0507110601;299668;20230809;99991231
2081;0507110601;299668;;
2082;0507110601;221133;;
2083;0507110601;221133;20230727;99991231
2084;0507110601;221134;;
2085;0507110601;221134;20230727;99991231
2086;0507111701;175065;20230727;99991231
2087;0507111701;175065;;
2088;0507111701;175828;20230727;99991231
2089;0507111701;175828;;
2090;0507111701;303426;20231130;99991231
2091;0507111701;303426;;
2092;0507111701;175826;20230727;99991231
2093;0507111701;175826;;
2094;0507111701;279240;20230727;99991231
2095;0507111701;279240;;
2096;0507111701;175827;20230727;99991231
2097;0507111701;175827;;
2098;0507111701;279241;20230727;99991231
2099;0507111701;279241;;
2100;0507112102;304085;20240112;99991231
2101;0507112102;304085;;
2102;0507112102;300927;20231031;99991231
2103;0507112102;300927;;
2104;0507112203;300859;20231026;99991231
2105;0507112203;300859;;
2106;0507112203;316042;20240427;99991231
2107;0507112203;316042;;
2108;0507112203;300908;20231028;99991231
2109;0507112203;300908;;
2110;0507113502;225157;;
2111;0507113502;225157;20230727;99991231
2112;0507113502;225158;;
2113;0507113502;225158;20230727;99991231
2114;0507113502;225163;;
2115;0507113502;225163;20230727;99991231
2116;0507113502;225164;;
2117;0507113502;225164;20230727;99991231
2118;0507113502;315347;20240423;99991231
2119;0507113502;315347;;
2120;0507113502;311508;20240213;99991231
2121;0507113502;311508;;
2122;0507113901;299875;;
2123;0507113901;299875;20230906;20230925
2124;0507113901;299601;;
2125;0507113901;299601;20230804;20230925
2126;0507113901;300915;20231029;99991231
2127;0507113901;300915;;
2128;0507113901;300921;20231029;99991231
2129;0507113901;300921;;
2130;0507113901;300920;20231029;99991231
2131;0507113901;300920;;
2132;0507113901;300919;20231029;99991231
2133;0507113901;300919;;
2134;0507113901;300918;20231029;99991231
2135;0507113901;300918;;
2136;0507113901;300917;20231029;99991231
2137;0507113901;300917;;
2138;0507113901;300916;20231029;99991231
2139;0507113901;300916;;
2140;0507113901;314768;20240410;99991231
2141;0507113901;314768;;
2142;0507113901;314769;20240410;99991231
2143;0507113901;314769;;
2144;0507113901;314770;20240410;99991231
2145;0507113901;314770;;
2146;0507116002;314899;20240416;99991231
2147;0507116002;314899;;
2148;0507117703;300923;20231031;20231102
2149;0507117703;300923;;
2150;0507118801;303482;20231208;99991231
2151;0507118801;303482;;
2152;0507118801;303487;20231208;99991231
2153;0507118801;303487;;
2154;0507119502;228548;;
2155;0507119502;228548;20240113;99991231
2156;0507119502;273395;20240113;99991231
2157;0507119502;273395;;
2158;0507119502;273396;20240113;99991231
2159;0507119502;273396;;
2160;0507119502;273397;20240113;99991231
2161;0507119502;273397;;
2162;0507120201;274541;20240112;99991231
2163;0507120201;274541;;
2164;0507120201;274673;20240112;99991231
2165;0507120201;274673;;
2166;0507120201;274674;;
2167;0507120201;274674;20240112;99991231
2168;0507124203;313576;20240314;99991231
2169;0507124203;313576;;
2170;0507124403;314964;20240417;99991231
2171;0507124403;314964;;
2172;0507124701;303482;20231208;99991231
2173;0507124701;303482;;
2174;0507124701;303487;20231208;99991231
2175;0507124701;303487;;
2176;0507126802;310684;20240203;99991231
2177;0507126802;310684;;
2178;0507126802;310681;20240203;99991231
2179;0507126802;310681;;
2180;0507127502;296955;20230727;99991231
2181;0507127502;296955;;
2182;0507127502;296956;20230727;99991231
2183;0507127502;296956;;
2184;0507127502;296978;20230727;99991231
2185;0507127502;296978;;
2186;0507127502;296979;20230727;99991231
2187;0507127502;296979;;
2188;0507127502;296984;20230727;99991231
2189;0507127502;296984;;
2190;0507127502;296989;20230727;99991231
2191;0507127502;296989;;
2192;0507127502;296990;20230727;99991231
2193;0507127502;296990;;
2194;0507127502;296994;20230727;99991231
2195;0507127502;296994;;
2196;0507127502;296966;20230727;99991231
2197;0507127502;296966;;
2198;0507127502;296967;20230727;99991231
2199;0507127502;296967;;
2200;0507127502;296960;20230727;99991231
2201;0507127502;296960;;
2202;0507127502;296972;20230727;99991231
2203;0507127502;296972;;
2204;0507127502;297007;20230727;99991231
2205;0507127502;297007;;
2206;0507127502;297008;20230727;99991231
2207;0507127502;297008;;
2208;0507127502;297014;20230727;99991231
2209;0507127502;297014;;
2210;0507127502;297015;20230727;99991231
2211;0507127502;297015;;
2212;0507127502;297051;20230727;99991231
2213;0507127502;297051;;
2214;0507127502;297055;20230727;99991231
2215;0507127502;297055;;
2216;0507127502;297062;20230727;99991231
2217;0507127502;297062;;
2218;0507127502;297063;20230727;99991231
2219;0507127502;297063;;
2220;0507127502;297064;20230727;99991231
2221;0507127502;297064;;
2222;0507127502;297106;20230727;99991231
2223;0507127502;297106;;
2224;0507127502;297110;20230727;99991231
2225;0507127502;297110;;
2226;0507127502;297118;20230727;99991231
2227;0507127502;297118;;
2228;0507127502;297119;20230727;99991231
2229;0507127502;297119;;
2230;0507127502;297114;20230727;99991231
2231;0507127502;297114;;
2232;0507127502;297130;20230727;99991231
2233;0507127502;297130;;
2234;0507127502;297123;20230727;99991231
2235;0507127502;297123;;
2236;0507127502;297134;20230727;99991231
2237;0507127502;297134;;
2238;0507127502;297147;20230727;99991231
2239;0507127502;297147;;
2240;0507127502;297148;20230727;99991231
2241;0507127502;297148;;
2242;0507127502;297138;20230727;99991231
2243;0507127502;297138;;
2244;0507127502;297142;20230727;99991231
2245;0507127502;297142;;
2246;0507127502;296883;20230727;99991231
2247;0507127502;296883;;
2248;0507127502;297864;20230727;99991231
2249;0507127502;297864;;
2250;0507127502;296935;20230727;99991231
2251;0507127502;296935;;
2252;0507127502;297047;20230727;99991231
2253;0507127502;297047;;
2254;0507127502;297210;20230727;99991231
2255;0507127502;297210;;
2256;0507127502;297211;20230727;99991231
2257;0507127502;297211;;
2258;0507127502;297216;20230727;99991231
2259;0507127502;297216;;
2260;0507127502;297220;20230727;99991231
2261;0507127502;297220;;
2262;0507127502;297225;20230727;99991231
2263;0507127502;297225;;
2264;0507127502;297226;20230727;99991231
2265;0507127502;297226;;
2266;0507127502;297257;20230727;99991231
2267;0507127502;297257;;
2268;0507127502;297258;20230727;99991231
2269;0507127502;297258;;
2270;0507127502;297263;20230727;99991231
2271;0507127502;297263;;
2272;0507127502;297687;20230727;99991231
2273;0507127502;297687;;
2274;0507127502;297268;20230727;99991231
2275;0507127502;297268;;
2276;0507127502;297269;20230727;99991231
2277;0507127502;297269;;
2278;0507127502;297333;20230727;99991231
2279;0507127502;297333;;
2280;0507127502;297334;20230727;99991231
2281;0507127502;297334;;
2282;0507127502;297340;20230727;99991231
2283;0507127502;297340;;
2284;0507127502;297341;20230727;99991231
2285;0507127502;297341;;
2286;0507127502;297346;20230727;99991231
2287;0507127502;297346;;
2288;0507127502;295964;20230727;99991231
2289;0507127502;295964;;
2290;0507127502;295968;20230727;99991231
2291;0507127502;295968;;
2292;0507127502;295973;20230727;99991231
2293;0507127502;295973;;
2294;0507127502;295974;20230727;99991231
2295;0507127502;295974;;
2296;0507127502;295959;20230727;99991231
2297;0507127502;295959;;
2298;0507127502;295710;20230727;99991231
2299;0507127502;295710;;
2300;0507127502;295695;20230727;99991231
2301;0507127502;295695;;
2302;0507127502;295701;20230727;99991231
2303;0507127502;295701;;
2304;0507127502;295702;20230727;99991231
2305;0507127502;295702;;
2306;0507127502;295706;20230727;99991231
2307;0507127502;295706;;
2308;0507127502;293511;20230727;99991231
2309;0507127502;293511;;
2310;0507127502;293515;20230727;99991231
2311;0507127502;293515;;
2312;0507127502;293523;20230727;99991231
2313;0507127502;293523;;
2314;0507127502;293617;20230727;99991231
2315;0507127502;293617;;
2316;0507127502;293519;20230727;99991231
2317;0507127502;293519;;
2318;0507127502;293621;20230727;99991231
2319;0507127502;293621;;
2320;0507127502;293625;20230727;99991231
2321;0507127502;293625;;
2322;0507127502;293641;20230727;99991231
2323;0507127502;293641;;
2324;0507127502;297374;20230727;99991231
2325;0507127502;297374;;
2326;0507127502;297364;20230727;99991231
2327;0507127502;297364;;
2328;0507127502;297365;20230727;99991231
2329;0507127502;297365;;
2330;0507127502;297369;20230727;99991231
2331;0507127502;297369;;
2332;0507127502;297378;20230727;99991231
2333;0507127502;297378;;
2334;0507127502;297383;20230727;99991231
2335;0507127502;297383;;
2336;0507127502;297384;20230727;99991231
2337;0507127502;297384;;
2338;0507127502;297389;20230727;99991231
2339;0507127502;297389;;
2340;0507127502;297390;20230727;99991231
2341;0507127502;297390;;
2342;0507127902;312617;20240224;99991231
2343;0507127902;312617;;
2344;0507127902;315345;20240423;99991231
2345;0507127902;315345;;
2346;0507127902;315344;20240423;99991231
2347;0507127902;315344;;
2348;0507127902;300867;20231027;99991231
2349;0507127902;300867;;
2350;0507127902;311485;20240210;99991231
2351;0507127902;311485;;
2352;0507128501;316570;20240507;99991231
2353;0507128501;316570;;
2354;0507128501;316569;20240507;99991231
2355;0507128501;316569;;
2356;0507128501;303489;20231208;99991231
2357;0507128501;303489;;
2358;0507128801;312751;20240227;20240426
2359;0507128801;312751;;
2360;0507128801;314802;20240411;99991231
2361;0507128801;314802;;
2362;0507128903;299993;20230914;99991231
2363;0507128903;299993;;
2364;0507128903;300244;20230928;99991231
2365;0507128903;300244;;
2366;0507128903;299965;20230928;99991231
2367;0507128903;299965;;
2368;0507128903;300240;20230919;99991231
2369;0507128903;300240;;
2370;0507128903;300412;20230926;99991231
2371;0507128903;300412;;
2372;0507128903;300413;20230926;99991231
2373;0507128903;300413;;
2374;0507128903;300429;20230927;99991231
2375;0507128903;300429;;
2376;0507128903;300569;20231005;99991231
2377;0507128903;300569;;
2378;0507128903;300474;20230930;99991231
2379;0507128903;300474;;
2380;0507128903;300478;20230930;99991231
2381;0507128903;300478;;
2382;0507128903;300485;20230930;99991231
2383;0507128903;300485;;
2384;0507128903;300486;20230930;99991231
2385;0507128903;300486;;
2386;0507128903;314616;20240403;99991231
2387;0507128903;314616;;
2388;0507128903;300504;20230930;99991231
2389;0507128903;300504;;
2390;0508035903;297729;20240413;99991231
2391;0508035903;297729;;
2392;0508035903;299678;20230811;99991231
2393;0508035903;299678;;
2394;0508039203;303915;20231229;20240605
2395;0508039203;303915;;
2396;0508039203;303976;20231230;20240605
2397;0508039203;303976;;
2398;0508039203;303909;20231229;20240605
2399;0508039203;303909;;
2400;0508039203;303974;20231230;20240605
2401;0508039203;303974;;
2402;0508039203;304073;20240111;99991231
2403;0508039203;304073;;
2404;0508039203;300632;20231013;99991231
2405;0508039203;300632;;
2406;0508039203;314395;20240326;99991231
2407;0508039203;314395;;
2408;0508039203;314394;20240326;99991231
2409;0508039203;314394;;
2410;0508039203;314437;20240327;99991231
2411;0508039203;314437;;
2412;0508039403;299896;20230913;20240424
2413;0508039403;299896;;
2414;0508039403;304020;20240109;99991231
2415;0508039403;304020;;
2416;0508039403;299934;20230914;99991231
2417;0508039403;299934;;
2418;0508039501;316216;20240428;99991231
2419;0508039501;316216;;
2420;0508039501;304136;20240114;20240427
2421;0508039501;304136;;
2422;0508039501;316219;20240428;99991231
2423;0508039501;316219;;
2424;0508039501;316220;20240428;99991231
2425;0508039501;316220;;
2426;0508039501;316215;20240428;99991231
2427;0508039501;316215;;
2428;0508039501;304105;20240113;99991231
2429;0508039501;304105;;
2430;0508039501;304132;20240114;99991231
2431;0508039501;304132;;
2432;0508039501;300924;20231031;99991231
2433;0508039501;300924;;
2434;0508040501;197686;;
2435;0508040501;197686;20230727;99991231
2436;0508040501;197684;;
2437;0508040501;197684;20230727;99991231
2438;0508040501;197681;;
2439;0508040501;197681;20230727;99991231
2440;0508040501;197689;;
2441;0508040501;197689;20230727;99991231
2442;0508040501;204168;;
2443;0508040501;204168;20230727;99991231
2444;0508040501;246694;;
2445;0508040501;246694;20230727;99991231
2446;0508040501;246680;;
2447;0508040501;246680;20230727;99991231
2448;0508040501;246691;;
2449;0508040501;246691;20230727;99991231
2450;0508040501;197691;;
2451;0508040501;197691;20230727;99991231
2452;0508040501;197726;;
2453;0508040501;197726;20230727;99991231
2454;0508040501;197728;;
2455;0508040501;197728;20230727;99991231
2456;0508040501;200313;;
2457;0508040501;200313;20230727;99991231
2458;0508040501;200318;;
2459;0508040501;200318;20230727;99991231
2460;0508040501;200328;;
2461;0508040501;200328;20230727;99991231
2462;0508041801;304020;;
2463;0508041801;304020;20240109;99991231
2464;0508041801;304072;20240111;99991231
2465;0508041801;304072;;
2466;0508041801;304019;20240109;99991231
2467;0508041801;304019;;
2468;0508041801;303974;20231230;99991231
2469;0508041801;303974;;
2470;0508041801;303915;20231229;99991231
2471;0508041801;303915;;
2472;0508041801;303976;20231230;99991231
2473;0508041801;303976;;
2474;0508042201;303473;20231206;99991231
2475;0508042201;303473;;
2476;0508042201;303514;20231212;99991231
2477;0508042201;303514;;
2478;0508042201;313305;20240306;99991231
2479;0508042201;313305;;
2480;0508046003;303481;20231208;99991231
2481;0508046003;303481;;
2482;0508046003;316043;20240427;99991231
2483;0508046003;316043;;
2484;0508046003;304073;20240111;99991231
2485;0508046003;304073;;
2486;0508048501;297714;20230727;99991231
2487;0508048501;297714;;
2488;0508048501;240883;20230727;99991231
2489;0508048501;240883;;
2490;0508048501;240931;20230727;99991231
2491;0508048501;240931;;
2492;0508048501;240914;20230727;99991231
2493;0508048501;240914;;
2494;0508048501;240920;20230727;99991231
2495;0508048501;240920;;
2496;0508048501;240927;20230727;99991231
2497;0508048501;240927;;
2498;0508048501;241554;20230727;99991231
2499;0508048501;241554;;
2500;0508048501;247755;20230727;99991231
2501;0508048501;247755;;
2502;0508048501;240888;20230727;99991231
2503;0508048501;240888;;
2504;0508048501;240901;20230727;99991231
2505;0508048501;240901;;
2506;0508048501;240895;20230727;99991231
2507;0508048501;240895;;
2508;0508048501;284571;20230727;99991231
2509;0508048501;284571;;
2510;0508048501;241499;20230727;99991231
2511;0508048501;241499;;
2512;0508048501;293183;20230727;99991231
2513;0508048501;293183;;
2514;0508048501;241659;20230727;99991231
2515;0508048501;241659;;
2516;0508048501;241152;20230727;99991231
2517;0508048501;241152;;
2518;0508048501;241153;20230727;99991231
2519;0508048501;241153;;
2520;0508048501;241133;20230727;99991231
2521;0508048501;241133;;
2522;0508048501;241000;20230727;99991231
2523;0508048501;241000;;
2524;0508048501;241001;20230727;99991231
2525;0508048501;241001;;
2526;0508048501;293717;20230727;99991231
2527;0508048501;293717;;
2528;0508048501;241457;20230727;99991231
2529;0508048501;241457;;
2530;0508048501;241008;20230727;99991231
2531;0508048501;241008;;
2532;0508048501;241481;20230727;99991231
2533;0508048501;241481;;
2534;0508048501;241306;20230727;99991231
2535;0508048501;241306;;
2536;0508048501;241307;20230727;99991231
2537;0508048501;241307;;
2538;0508048501;241308;20230727;99991231
2539;0508048501;241308;;
2540;0508048501;241563;20230727;99991231
2541;0508048501;241563;;
2542;0508048501;241700;20230727;99991231
2543;0508048501;241700;;
2544;0508048501;241296;20230727;99991231
2545;0508048501;241296;;
2546;0508048501;241297;20230727;99991231
2547;0508048501;241297;;
2548;0508048501;241298;20230727;99991231
2549;0508048501;241298;;
2550;0508048501;241299;20230727;99991231
2551;0508048501;241299;;
2552;0508048501;241669;20230727;99991231
2553;0508048501;241669;;
2554;0508048501;241750;20230727;99991231
2555;0508048501;241750;;
2556;0508048501;241751;20230727;99991231
2557;0508048501;241751;;
2558;0508048501;241270;20230727;99991231
2559;0508048501;241270;;
2560;0508048501;240947;20230727;99991231
2561;0508048501;240947;;
2562;0508048501;247763;20230727;99991231
2563;0508048501;247763;;
2564;0508048501;241252;20230727;99991231
2565;0508048501;241252;;
2566;0508048501;241264;20230727;99991231
2567;0508048501;241264;;
2568;0508048501;241391;20230727;99991231
2569;0508048501;241391;;
2570;0508048501;241494;20230727;99991231
2571;0508048501;241494;;
2572;0508048501;240940;20230727;99991231
2573;0508048501;240940;;
2574;0508048501;241248;20230727;99991231
2575;0508048501;241248;;
2576;0508048501;241339;20230727;99991231
2577;0508048501;241339;;
2578;0508048501;241280;20230727;99991231
2579;0508048501;241280;;
2580;0508048501;241334;20230727;99991231
2581;0508048501;241334;;
2582;0508048501;241511;20230727;99991231
2583;0508048501;241511;;
2584;0508048501;241512;20230727;99991231
2585;0508048501;241512;;
2586;0508048501;241648;20230727;99991231
2587;0508048501;241648;;
2588;0508048501;241757;20230727;99991231
2589;0508048501;241757;;
2590;0508048501;241351;20230727;99991231
2591;0508048501;241351;;
2592;0508048501;241346;20230727;99991231
2593;0508048501;241346;;
2594;0508048501;241357;20230727;99991231
2595;0508048501;241357;;
2596;0508048501;240847;20230727;99991231
2597;0508048501;240847;;
2598;0508048501;240869;20230727;99991231
2599;0508048501;240869;;
2600;0508051203;313504;20240307;99991231
2601;0508051203;313504;;
2602;0508052102;267365;20230727;20240424
2603;0508052102;267365;;
2604;0508052102;267366;;
2605;0508052102;267366;20230727;99991231
2606;0508052102;267507;20230727;20240424
2607;0508052102;267507;;
2608;0508052102;227977;;
2609;0508052102;227977;20230727;20240424
2610;0508052102;267465;;
2611;0508052102;267465;20230727;99991231
2612;0508052102;227968;20230727;20240424
2613;0508052102;227968;;
2614;0508052102;267410;20230727;20240424
2615;0508052102;267410;;
2616;0508052102;267411;20230727;99991231
2617;0508052102;267411;;
2618;0508052102;267543;;
